index,proba_exoplaneta,pred_binaria,pred_etiqueta,is_exoplanet,asymmetry_index_x,v_u_kurtosis_x,egress_slope_x,asymmetry_index_y,v_u_kurtosis_y,egress_slope_y,asymmetry_index,v_u_kurtosis,egress_slope,koi_period,koi_duration,koi_depth,koi_srad
149,1.0,1,exoplaneta,True,0.2502871179093742,2.362695033535817,0.0134873050155843,0.2502871179093742,2.362695033535817,0.0134873050155843,0.2502871179093742,2.362695033535817,0.0134873050155843,4.431238488,3.15,1010.9,1.015
150,1.0,1,exoplaneta,True,0.2502871179093742,2.362695033535817,0.0134873050155843,0.2502871179093742,2.362695033535817,0.0134873050155843,0.2502871179093742,2.362695033535817,0.0134873050155843,4.431238488,3.15,1010.9,1.015
151,1.0,1,exoplaneta,True,0.2502871179093742,2.362695033535817,0.0134873050155843,0.2502871179093742,2.362695033535817,0.0134873050155843,0.2502871179093742,2.362695033535817,0.0134873050155843,4.431238488,3.15,1010.9,1.015
152,1.0,1,exoplaneta,True,0.2502871179093742,2.362695033535817,0.0134873050155843,0.2502871179093742,2.362695033535817,0.0134873050155843,0.2502871179093742,2.362695033535817,0.0134873050155843,4.431238488,3.15,1010.9,1.015
153,0.9966666666666667,1,exoplaneta,True,0.465991354098389,2.238147381998378,0.0109446544208597,0.465991354098389,2.238147381998378,0.0109446544208597,0.465991354098389,2.238147381998378,0.0109446544208597,26.39432897,3.573,1510.9,0.763
154,0.9966666666666667,1,exoplaneta,True,0.465991354098389,2.238147381998378,0.0109446544208597,0.465991354098389,2.238147381998378,0.0109446544208597,0.465991354098389,2.238147381998378,0.0109446544208597,26.39432897,3.573,1510.9,0.763
155,0.9966666666666667,1,exoplaneta,True,0.465991354098389,2.238147381998378,0.0109446544208597,0.465991354098389,2.238147381998378,0.0109446544208597,0.465991354098389,2.238147381998378,0.0109446544208597,26.39432897,3.573,1510.9,0.763
156,1.0,1,exoplaneta,True,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,13.57078281,3.3539,511.7,1.012
157,1.0,1,exoplaneta,True,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,13.57078281,3.3539,511.7,1.012
158,1.0,1,exoplaneta,True,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,13.57078281,3.3539,511.7,1.012
159,1.0,1,exoplaneta,True,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,13.57078281,3.3539,511.7,1.012
160,1.0,1,exoplaneta,True,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,13.57078281,3.3539,511.7,1.012
161,1.0,1,exoplaneta,True,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,13.57078281,3.3539,511.7,1.012
162,1.0,1,exoplaneta,True,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,13.57078281,3.3539,511.7,1.012
163,1.0,1,exoplaneta,True,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,13.57078281,3.3539,511.7,1.012
164,1.0,1,exoplaneta,True,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,13.57078281,3.3539,511.7,1.012
165,1.0,1,exoplaneta,True,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,13.57078281,3.3539,511.7,1.012
166,1.0,1,exoplaneta,True,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,0.4285084266032379,2.969568689458109,-0.0024178821236731,13.57078281,3.3539,511.7,1.012
