kepid,asymmetry_index,v_u_kurtosis,ingress_slope,egress_slope,loc_rowid,kepoi_name,kepler_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2
10797460,0.2021382184139636,2.6867345507782088,-0.0055636831497912,0.0007152607022607,1,K00752.01,Kepler-227 b,CONFIRMED,0,0,0,9.48803557,2.775e-05,-2.775e-05,170.53875,0.00216,-0.00216,2455003.539,0.00216,-0.00216,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,,,,615.8,19.5,-19.5,35.8,5455.0,81.0,-81.0,0.927,0.105,-0.061
10797460,0.2021382184139636,2.6867345507782088,-0.0055636831497912,0.0007152607022607,1,K00752.01,Kepler-227 b,CONFIRMED,0,0,0,9.48803557,2.775e-05,-2.775e-05,170.53875,0.00216,-0.00216,2455003.539,0.00216,-0.00216,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,,,,615.8,19.5,-19.5,35.8,5455.0,81.0,-81.0,0.927,0.105,-0.061
10797460,0.2075068627174967,2.3858170591257406,-5.795846709067742e-05,0.0033256034950781,1,K00752.01,Kepler-227 b,CONFIRMED,0,0,0,9.48803557,2.775e-05,-2.775e-05,170.53875,0.00216,-0.00216,2455003.539,0.00216,-0.00216,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,,,,615.8,19.5,-19.5,35.8,5455.0,81.0,-81.0,0.927,0.105,-0.061
10797460,0.2075068627174967,2.3858170591257406,-5.795846709067742e-05,0.0033256034950781,1,K00752.01,Kepler-227 b,CONFIRMED,0,0,0,9.48803557,2.775e-05,-2.775e-05,170.53875,0.00216,-0.00216,2455003.539,0.00216,-0.00216,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,,,,615.8,19.5,-19.5,35.8,5455.0,81.0,-81.0,0.927,0.105,-0.061
10797460,0.2075068627174967,2.3858170591257406,-5.795846709067742e-05,0.0033256034950781,1,K00752.01,Kepler-227 b,CONFIRMED,0,0,0,9.48803557,2.775e-05,-2.775e-05,170.53875,0.00216,-0.00216,2455003.539,0.00216,-0.00216,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,,,,615.8,19.5,-19.5,35.8,5455.0,81.0,-81.0,0.927,0.105,-0.061
10797460,0.2075068627174967,2.3858170591257406,-5.795846709067742e-05,0.0033256034950781,1,K00752.01,Kepler-227 b,CONFIRMED,0,0,0,9.48803557,2.775e-05,-2.775e-05,170.53875,0.00216,-0.00216,2455003.539,0.00216,-0.00216,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,,,,615.8,19.5,-19.5,35.8,5455.0,81.0,-81.0,0.927,0.105,-0.061
10797460,0.2075068627174967,2.3858170591257406,-5.795846709067742e-05,0.0033256034950781,1,K00752.01,Kepler-227 b,CONFIRMED,0,0,0,9.48803557,2.775e-05,-2.775e-05,170.53875,0.00216,-0.00216,2455003.539,0.00216,-0.00216,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,,,,615.8,19.5,-19.5,35.8,5455.0,81.0,-81.0,0.927,0.105,-0.061
10797460,0.2075068627174967,2.3858170591257406,-5.795846709067742e-05,0.0033256034950781,1,K00752.01,Kepler-227 b,CONFIRMED,0,0,0,9.48803557,2.775e-05,-2.775e-05,170.53875,0.00216,-0.00216,2455003.539,0.00216,-0.00216,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,,,,615.8,19.5,-19.5,35.8,5455.0,81.0,-81.0,0.927,0.105,-0.061
10848459,0.8582623064551309,1.6447837903946332,-0.0856320817055569,,4,K00754.01,,FALSE POSITIVE,0,1,0,1.736952453,2.63e-07,-2.63e-07,170.307565,0.000115,-0.000115,2455003.308,0.000115,-0.000115,1.276,0.115,-0.092,2.40641,0.00537,-0.00537,,,,8079.2,12.8,-12.8,505.6,5805.0,157.0,-174.0,0.791,0.201,-0.067
10848459,0.1634443477118434,3.876038394374847,-0.027966982032599,0.0419352940563955,4,K00754.01,,FALSE POSITIVE,0,1,0,1.736952453,2.63e-07,-2.63e-07,170.307565,0.000115,-0.000115,2455003.308,0.000115,-0.000115,1.276,0.115,-0.092,2.40641,0.00537,-0.00537,,,,8079.2,12.8,-12.8,505.6,5805.0,157.0,-174.0,0.791,0.201,-0.067
10848459,0.1634443477118434,3.876038394374847,-0.027966982032599,0.0419352940563955,4,K00754.01,,FALSE POSITIVE,0,1,0,1.736952453,2.63e-07,-2.63e-07,170.307565,0.000115,-0.000115,2455003.308,0.000115,-0.000115,1.276,0.115,-0.092,2.40641,0.00537,-0.00537,,,,8079.2,12.8,-12.8,505.6,5805.0,157.0,-174.0,0.791,0.201,-0.067
10848459,0.1634443477118434,3.876038394374847,-0.027966982032599,0.0419352940563955,4,K00754.01,,FALSE POSITIVE,0,1,0,1.736952453,2.63e-07,-2.63e-07,170.307565,0.000115,-0.000115,2455003.308,0.000115,-0.000115,1.276,0.115,-0.092,2.40641,0.00537,-0.00537,,,,8079.2,12.8,-12.8,505.6,5805.0,157.0,-174.0,0.791,0.201,-0.067
10854555,0.0660676388902675,2.370115747549324,-0.0036481933298453,-0.0005827634480477,5,K00755.01,Kepler-664 b,CONFIRMED,0,0,0,2.525591777,3.761e-06,-3.761e-06,171.59555,0.00113,-0.00113,2455004.596,0.00113,-0.00113,0.701,0.235,-0.478,1.6545,0.042,-0.042,,,,603.3,16.9,-16.9,40.9,6031.0,169.0,-211.0,1.046,0.334,-0.133
10854555,0.0660676388902675,2.370115747549324,-0.0036481933298453,-0.0005827634480477,5,K00755.01,Kepler-664 b,CONFIRMED,0,0,0,2.525591777,3.761e-06,-3.761e-06,171.59555,0.00113,-0.00113,2455004.596,0.00113,-0.00113,0.701,0.235,-0.478,1.6545,0.042,-0.042,,,,603.3,16.9,-16.9,40.9,6031.0,169.0,-211.0,1.046,0.334,-0.133
10854555,0.0660676388902675,2.370115747549324,-0.0036481933298453,-0.0005827634480477,5,K00755.01,Kepler-664 b,CONFIRMED,0,0,0,2.525591777,3.761e-06,-3.761e-06,171.59555,0.00113,-0.00113,2455004.596,0.00113,-0.00113,0.701,0.235,-0.478,1.6545,0.042,-0.042,,,,603.3,16.9,-16.9,40.9,6031.0,169.0,-211.0,1.046,0.334,-0.133
10872983,,2.9211540661840893,-0.0083464444339633,0.0182712480569662,6,K00756.01,Kepler-228 d,CONFIRMED,0,0,0,11.09432054,2.036e-05,-2.036e-05,171.20116,0.00141,-0.00141,2455004.201,0.00141,-0.00141,0.538,0.03,-0.428,4.5945,0.061,-0.061,,,,1517.5,24.2,-24.2,66.5,6046.0,189.0,-232.0,0.972,0.315,-0.105
10872983,,2.9211540661840893,-0.0083464444339633,0.0182712480569662,6,K00756.01,Kepler-228 d,CONFIRMED,0,0,0,11.09432054,2.036e-05,-2.036e-05,171.20116,0.00141,-0.00141,2455004.201,0.00141,-0.00141,0.538,0.03,-0.428,4.5945,0.061,-0.061,,,,1517.5,24.2,-24.2,66.5,6046.0,189.0,-232.0,0.972,0.315,-0.105
10872983,,2.9211540661840893,-0.0083464444339633,0.0182712480569662,6,K00756.01,Kepler-228 d,CONFIRMED,0,0,0,11.09432054,2.036e-05,-2.036e-05,171.20116,0.00141,-0.00141,2455004.201,0.00141,-0.00141,0.538,0.03,-0.428,4.5945,0.061,-0.061,,,,1517.5,24.2,-24.2,66.5,6046.0,189.0,-232.0,0.972,0.315,-0.105
10872983,,2.9211540661840893,-0.0083464444339633,0.0182712480569662,6,K00756.01,Kepler-228 d,CONFIRMED,0,0,0,11.09432054,2.036e-05,-2.036e-05,171.20116,0.00141,-0.00141,2455004.201,0.00141,-0.00141,0.538,0.03,-0.428,4.5945,0.061,-0.061,,,,1517.5,24.2,-24.2,66.5,6046.0,189.0,-232.0,0.972,0.315,-0.105
10872983,,2.9211540661840893,-0.0083464444339633,0.0182712480569662,6,K00756.01,Kepler-228 d,CONFIRMED,0,0,0,11.09432054,2.036e-05,-2.036e-05,171.20116,0.00141,-0.00141,2455004.201,0.00141,-0.00141,0.538,0.03,-0.428,4.5945,0.061,-0.061,,,,1517.5,24.2,-24.2,66.5,6046.0,189.0,-232.0,0.972,0.315,-0.105
10872983,,2.9211540661840893,-0.0083464444339633,0.0182712480569662,6,K00756.01,Kepler-228 d,CONFIRMED,0,0,0,11.09432054,2.036e-05,-2.036e-05,171.20116,0.00141,-0.00141,2455004.201,0.00141,-0.00141,0.538,0.03,-0.428,4.5945,0.061,-0.061,,,,1517.5,24.2,-24.2,66.5,6046.0,189.0,-232.0,0.972,0.315,-0.105
10872983,,2.9211540661840893,-0.0083464444339633,0.0182712480569662,6,K00756.01,Kepler-228 d,CONFIRMED,0,0,0,11.09432054,2.036e-05,-2.036e-05,171.20116,0.00141,-0.00141,2455004.201,0.00141,-0.00141,0.538,0.03,-0.428,4.5945,0.061,-0.061,,,,1517.5,24.2,-24.2,66.5,6046.0,189.0,-232.0,0.972,0.315,-0.105
10872983,,2.9211540661840893,-0.0083464444339633,0.0182712480569662,6,K00756.01,Kepler-228 d,CONFIRMED,0,0,0,11.09432054,2.036e-05,-2.036e-05,171.20116,0.00141,-0.00141,2455004.201,0.00141,-0.00141,0.538,0.03,-0.428,4.5945,0.061,-0.061,,,,1517.5,24.2,-24.2,66.5,6046.0,189.0,-232.0,0.972,0.315,-0.105
10872983,,2.9211540661840893,-0.0083464444339633,0.0182712480569662,6,K00756.01,Kepler-228 d,CONFIRMED,0,0,0,11.09432054,2.036e-05,-2.036e-05,171.20116,0.00141,-0.00141,2455004.201,0.00141,-0.00141,0.538,0.03,-0.428,4.5945,0.061,-0.061,,,,1517.5,24.2,-24.2,66.5,6046.0,189.0,-232.0,0.972,0.315,-0.105
6721123,0.3450749911617335,2.8518403973323565,-0.0004349956540914,0.0003727239403875,9,K00114.01,,FALSE POSITIVE,0,1,1,7.36178958,2.128e-05,-2.128e-05,132.25053,0.00253,-0.00253,2454965.251,0.00253,-0.00253,1.169,7.133,-0.044,5.022,0.136,-0.136,,,,233.7,5.8,-5.8,47.7,6227.0,111.0,-124.0,1.958,0.322,-0.483
6721123,0.3450749911617335,2.8518403973323565,-0.0004349956540914,0.0003727239403875,9,K00114.01,,FALSE POSITIVE,0,1,1,7.36178958,2.128e-05,-2.128e-05,132.25053,0.00253,-0.00253,2454965.251,0.00253,-0.00253,1.169,7.133,-0.044,5.022,0.136,-0.136,,,,233.7,5.8,-5.8,47.7,6227.0,111.0,-124.0,1.958,0.322,-0.483
6721123,0.3450749911617335,2.8518403973323565,-0.0004349956540914,0.0003727239403875,9,K00114.01,,FALSE POSITIVE,0,1,1,7.36178958,2.128e-05,-2.128e-05,132.25053,0.00253,-0.00253,2454965.251,0.00253,-0.00253,1.169,7.133,-0.044,5.022,0.136,-0.136,,,,233.7,5.8,-5.8,47.7,6227.0,111.0,-124.0,1.958,0.322,-0.483
10910878,,1.7511015583707883,-0.0939619865299019,0.0694032759577679,10,K00757.01,Kepler-229 c,CONFIRMED,0,0,0,16.06864674,1.088e-05,-1.088e-05,173.621937,0.000517,-0.000517,2455006.622,0.000517,-0.000517,0.052,0.262,-0.052,3.5347,0.0241,-0.0241,,,,4914.3,33.3,-33.3,161.9,5031.0,75.0,-83.0,0.848,0.033,-0.072
10910878,,1.7511015583707883,-0.0939619865299019,0.0694032759577679,10,K00757.01,Kepler-229 c,CONFIRMED,0,0,0,16.06864674,1.088e-05,-1.088e-05,173.621937,0.000517,-0.000517,2455006.622,0.000517,-0.000517,0.052,0.262,-0.052,3.5347,0.0241,-0.0241,,,,4914.3,33.3,-33.3,161.9,5031.0,75.0,-83.0,0.848,0.033,-0.072
10910878,,1.7511015583707883,-0.0939619865299019,0.0694032759577679,10,K00757.01,Kepler-229 c,CONFIRMED,0,0,0,16.06864674,1.088e-05,-1.088e-05,173.621937,0.000517,-0.000517,2455006.622,0.000517,-0.000517,0.052,0.262,-0.052,3.5347,0.0241,-0.0241,,,,4914.3,33.3,-33.3,161.9,5031.0,75.0,-83.0,0.848,0.033,-0.072
10910878,,1.7511015583707883,-0.0939619865299019,0.0694032759577679,10,K00757.01,Kepler-229 c,CONFIRMED,0,0,0,16.06864674,1.088e-05,-1.088e-05,173.621937,0.000517,-0.000517,2455006.622,0.000517,-0.000517,0.052,0.262,-0.052,3.5347,0.0241,-0.0241,,,,4914.3,33.3,-33.3,161.9,5031.0,75.0,-83.0,0.848,0.033,-0.072
10910878,,1.7511015583707883,-0.0939619865299019,0.0694032759577679,10,K00757.01,Kepler-229 c,CONFIRMED,0,0,0,16.06864674,1.088e-05,-1.088e-05,173.621937,0.000517,-0.000517,2455006.622,0.000517,-0.000517,0.052,0.262,-0.052,3.5347,0.0241,-0.0241,,,,4914.3,33.3,-33.3,161.9,5031.0,75.0,-83.0,0.848,0.033,-0.072
10910878,,1.7511015583707883,-0.0939619865299019,0.0694032759577679,10,K00757.01,Kepler-229 c,CONFIRMED,0,0,0,16.06864674,1.088e-05,-1.088e-05,173.621937,0.000517,-0.000517,2455006.622,0.000517,-0.000517,0.052,0.262,-0.052,3.5347,0.0241,-0.0241,,,,4914.3,33.3,-33.3,161.9,5031.0,75.0,-83.0,0.848,0.033,-0.072
10910878,,1.7511015583707883,-0.0939619865299019,0.0694032759577679,10,K00757.01,Kepler-229 c,CONFIRMED,0,0,0,16.06864674,1.088e-05,-1.088e-05,173.621937,0.000517,-0.000517,2455006.622,0.000517,-0.000517,0.052,0.262,-0.052,3.5347,0.0241,-0.0241,,,,4914.3,33.3,-33.3,161.9,5031.0,75.0,-83.0,0.848,0.033,-0.072
10910878,,1.7511015583707883,-0.0939619865299019,0.0694032759577679,10,K00757.01,Kepler-229 c,CONFIRMED,0,0,0,16.06864674,1.088e-05,-1.088e-05,173.621937,0.000517,-0.000517,2455006.622,0.000517,-0.000517,0.052,0.262,-0.052,3.5347,0.0241,-0.0241,,,,4914.3,33.3,-33.3,161.9,5031.0,75.0,-83.0,0.848,0.033,-0.072
10910878,,1.7511015583707883,-0.0939619865299019,0.0694032759577679,10,K00757.01,Kepler-229 c,CONFIRMED,0,0,0,16.06864674,1.088e-05,-1.088e-05,173.621937,0.000517,-0.000517,2455006.622,0.000517,-0.000517,0.052,0.262,-0.052,3.5347,0.0241,-0.0241,,,,4914.3,33.3,-33.3,161.9,5031.0,75.0,-83.0,0.848,0.033,-0.072
11446443,0.1135499186808306,2.249447012815887,-0.0001820843083701,0.0003484975591749,11,K00001.01,Kepler-1 b,CONFIRMED,0,0,0,2.470613377,2.7e-08,-2.7e-08,122.763305,8.7e-06,-8.7e-06,2454955.763,8.7e-06,-8.7e-06,0.818,0.001,-0.001,1.74319,0.00107,-0.00107,,,,14231.0,4.2,-4.2,4304.3,5820.0,78.0,-78.0,0.964,0.038,-0.038
11446443,0.1135499186808306,2.249447012815887,-0.0001820843083701,0.0003484975591749,11,K00001.01,Kepler-1 b,CONFIRMED,0,0,0,2.470613377,2.7e-08,-2.7e-08,122.763305,8.7e-06,-8.7e-06,2454955.763,8.7e-06,-8.7e-06,0.818,0.001,-0.001,1.74319,0.00107,-0.00107,,,,14231.0,4.2,-4.2,4304.3,5820.0,78.0,-78.0,0.964,0.038,-0.038
11446443,0.1135499186808306,2.249447012815887,-0.0001820843083701,0.0003484975591749,11,K00001.01,Kepler-1 b,CONFIRMED,0,0,0,2.470613377,2.7e-08,-2.7e-08,122.763305,8.7e-06,-8.7e-06,2454955.763,8.7e-06,-8.7e-06,0.818,0.001,-0.001,1.74319,0.00107,-0.00107,,,,14231.0,4.2,-4.2,4304.3,5820.0,78.0,-78.0,0.964,0.038,-0.038
10666592,0.0133044212326133,2.014387052902485,-0.0774867468308384,0.0818534063195159,12,K00002.01,Kepler-2 b,CONFIRMED,0,1,0,2.204735417,4.3e-08,-4.3e-08,121.3585417,1.6e-05,-1.6e-05,2454954.359,1.6e-05,-1.6e-05,0.224,0.159,-0.216,3.88864,0.00203,-0.00203,,,,6674.7,1.7,-1.7,5945.9,6440.0,76.0,-89.0,1.952,0.099,-0.11
10666592,0.0133044212326133,2.014387052902485,-0.0774867468308384,0.0818534063195159,12,K00002.01,Kepler-2 b,CONFIRMED,0,1,0,2.204735417,4.3e-08,-4.3e-08,121.3585417,1.6e-05,-1.6e-05,2454954.359,1.6e-05,-1.6e-05,0.224,0.159,-0.216,3.88864,0.00203,-0.00203,,,,6674.7,1.7,-1.7,5945.9,6440.0,76.0,-89.0,1.952,0.099,-0.11
10666592,0.0133044212326133,2.014387052902485,-0.0774867468308384,0.0818534063195159,12,K00002.01,Kepler-2 b,CONFIRMED,0,1,0,2.204735417,4.3e-08,-4.3e-08,121.3585417,1.6e-05,-1.6e-05,2454954.359,1.6e-05,-1.6e-05,0.224,0.159,-0.216,3.88864,0.00203,-0.00203,,,,6674.7,1.7,-1.7,5945.9,6440.0,76.0,-89.0,1.952,0.099,-0.11
6922244,0.1555906165597718,4.482408464709618,-0.0014863756944984,0.0002936998173575,13,K00010.01,Kepler-8 b,CONFIRMED,0,0,0,3.522498429,1.98e-07,-1.98e-07,121.1194228,4.71e-05,-4.71e-05,2454954.119,4.71e-05,-4.71e-05,0.631,0.007,-0.007,3.19843,0.00653,-0.00653,,,,9145.7,6.6,-6.6,1741.5,6225.0,112.0,-137.0,1.451,0.11,-0.11
6922244,0.1555906165597718,4.482408464709618,-0.0014863756944984,0.0002936998173575,13,K00010.01,Kepler-8 b,CONFIRMED,0,0,0,3.522498429,1.98e-07,-1.98e-07,121.1194228,4.71e-05,-4.71e-05,2454954.119,4.71e-05,-4.71e-05,0.631,0.007,-0.007,3.19843,0.00653,-0.00653,,,,9145.7,6.6,-6.6,1741.5,6225.0,112.0,-137.0,1.451,0.11,-0.11
6922244,0.1555906165597718,4.482408464709618,-0.0014863756944984,0.0002936998173575,13,K00010.01,Kepler-8 b,CONFIRMED,0,0,0,3.522498429,1.98e-07,-1.98e-07,121.1194228,4.71e-05,-4.71e-05,2454954.119,4.71e-05,-4.71e-05,0.631,0.007,-0.007,3.19843,0.00653,-0.00653,,,,9145.7,6.6,-6.6,1741.5,6225.0,112.0,-137.0,1.451,0.11,-0.11
10984090,0.1937432401999013,2.886499584661734,-0.0022575078902724,0.0021304012688056,14,K00112.02,Kepler-466 c,CONFIRMED,0,0,0,3.709214104,6.536e-06,-6.536e-06,133.98318,0.00143,-0.00143,2454966.983,0.00143,-0.00143,0.051,0.395,-0.051,2.6302,0.0427,-0.0427,,,,131.1,3.0,-3.0,50.6,5833.0,105.0,-117.0,1.022,0.143,-0.107
10984090,0.1937432401999013,2.886499584661734,-0.0022575078902724,0.0021304012688056,14,K00112.02,Kepler-466 c,CONFIRMED,0,0,0,3.709214104,6.536e-06,-6.536e-06,133.98318,0.00143,-0.00143,2454966.983,0.00143,-0.00143,0.051,0.395,-0.051,2.6302,0.0427,-0.0427,,,,131.1,3.0,-3.0,50.6,5833.0,105.0,-117.0,1.022,0.143,-0.107
10984090,0.1937432401999013,2.886499584661734,-0.0022575078902724,0.0021304012688056,14,K00112.02,Kepler-466 c,CONFIRMED,0,0,0,3.709214104,6.536e-06,-6.536e-06,133.98318,0.00143,-0.00143,2454966.983,0.00143,-0.00143,0.051,0.395,-0.051,2.6302,0.0427,-0.0427,,,,131.1,3.0,-3.0,50.6,5833.0,105.0,-117.0,1.022,0.143,-0.107
10419211,0.3805303239374794,2.9284152449452567,-0.010790950294249,0.0124817380157521,15,K00742.01,,FALSE POSITIVE,0,1,0,11.521446064,1.98e-06,-1.98e-06,170.839688,0.000131,-0.000131,2455003.84,0.000131,-0.000131,2.483,2.851,-0.673,3.6399,0.0114,-0.0114,,,,17984.0,31.9,-31.9,622.1,5795.0,155.0,-172.0,0.848,0.224,-0.075
10419211,0.3805303239374794,2.9284152449452567,-0.010790950294249,0.0124817380157521,15,K00742.01,,FALSE POSITIVE,0,1,0,11.521446064,1.98e-06,-1.98e-06,170.839688,0.000131,-0.000131,2455003.84,0.000131,-0.000131,2.483,2.851,-0.673,3.6399,0.0114,-0.0114,,,,17984.0,31.9,-31.9,622.1,5795.0,155.0,-172.0,0.848,0.224,-0.075
10419211,0.3805303239374794,2.9284152449452567,-0.010790950294249,0.0124817380157521,15,K00742.01,,FALSE POSITIVE,0,1,0,11.521446064,1.98e-06,-1.98e-06,170.839688,0.000131,-0.000131,2455003.84,0.000131,-0.000131,2.483,2.851,-0.673,3.6399,0.0114,-0.0114,,,,17984.0,31.9,-31.9,622.1,5795.0,155.0,-172.0,0.848,0.224,-0.075
10464078,0.4877705496013959,2.051359275397835,-0.0435075682111403,0.0147686303528243,16,K00743.01,,FALSE POSITIVE,0,1,0,19.40393776,2.068e-05,-2.068e-05,172.484253,0.000842,-0.000842,2455005.484,0.000842,-0.000842,0.804,0.007,-0.005,12.2155,0.0598,-0.0598,,,,8918.7,53.3,-53.3,214.7,5043.0,151.0,-151.0,0.68,0.072,-0.065
10464078,0.4877705496013959,2.051359275397835,-0.0435075682111403,0.0147686303528243,16,K00743.01,,FALSE POSITIVE,0,1,0,19.40393776,2.068e-05,-2.068e-05,172.484253,0.000842,-0.000842,2455005.484,0.000842,-0.000842,0.804,0.007,-0.005,12.2155,0.0598,-0.0598,,,,8918.7,53.3,-53.3,214.7,5043.0,151.0,-151.0,0.68,0.072,-0.065
10464078,0.4877705496013959,2.051359275397835,-0.0435075682111403,0.0147686303528243,16,K00743.01,,FALSE POSITIVE,0,1,0,19.40393776,2.068e-05,-2.068e-05,172.484253,0.000842,-0.000842,2455005.484,0.000842,-0.000842,0.804,0.007,-0.005,12.2155,0.0598,-0.0598,,,,8918.7,53.3,-53.3,214.7,5043.0,151.0,-151.0,0.68,0.072,-0.065
10480982,0.1284471340541507,2.960672854495772,0.0004701809074315,0.0057186613426085,17,K00744.01,,FALSE POSITIVE,0,1,0,19.221388942,1.123e-06,-1.123e-06,184.5521637,4.5e-05,-4.5e-05,2455017.552,4.5e-05,-4.5e-05,1.065,0.031,-0.034,4.79843,0.00235,-0.00235,,,,74284.0,21.9,-21.9,2317.0,6117.0,182.0,-200.0,0.947,0.308,-0.096
10480982,0.1284471340541507,2.960672854495772,0.0004701809074315,0.0057186613426085,17,K00744.01,,FALSE POSITIVE,0,1,0,19.221388942,1.123e-06,-1.123e-06,184.5521637,4.5e-05,-4.5e-05,2455017.552,4.5e-05,-4.5e-05,1.065,0.031,-0.034,4.79843,0.00235,-0.00235,,,,74284.0,21.9,-21.9,2317.0,6117.0,182.0,-200.0,0.947,0.308,-0.096
10480982,0.1284471340541507,2.960672854495772,0.0004701809074315,0.0057186613426085,17,K00744.01,,FALSE POSITIVE,0,1,0,19.221388942,1.123e-06,-1.123e-06,184.5521637,4.5e-05,-4.5e-05,2455017.552,4.5e-05,-4.5e-05,1.065,0.031,-0.034,4.79843,0.00235,-0.00235,,,,74284.0,21.9,-21.9,2317.0,6117.0,182.0,-200.0,0.947,0.308,-0.096
10485250,0.0920656570309303,3.6663777837871057,-0.0282471590613502,0.0141563397800189,18,K00745.01,,FALSE POSITIVE,0,1,0,16.46983774,1.361e-05,-1.361e-05,180.881761,0.000623,-0.000623,2455013.882,0.000623,-0.000623,0.292,0.118,-0.101,9.4378,0.06,-0.06,,,,10479.0,39.9,-39.9,303.4,5152.0,168.0,-153.0,0.786,0.088,-0.088
10485250,0.0920656570309303,3.6663777837871057,-0.0282471590613502,0.0141563397800189,18,K00745.01,,FALSE POSITIVE,0,1,0,16.46983774,1.361e-05,-1.361e-05,180.881761,0.000623,-0.000623,2455013.882,0.000623,-0.000623,0.292,0.118,-0.101,9.4378,0.06,-0.06,,,,10479.0,39.9,-39.9,303.4,5152.0,168.0,-153.0,0.786,0.088,-0.088
10485250,0.0920656570309303,3.6663777837871057,-0.0282471590613502,0.0141563397800189,18,K00745.01,,FALSE POSITIVE,0,1,0,16.46983774,1.361e-05,-1.361e-05,180.881761,0.000623,-0.000623,2455013.882,0.000623,-0.000623,0.292,0.118,-0.101,9.4378,0.06,-0.06,,,,10479.0,39.9,-39.9,303.4,5152.0,168.0,-153.0,0.786,0.088,-0.088
10526549,0.1671448571891305,2.28436283507399,-0.0159685042113832,0.0139495283706857,19,K00746.01,Kepler-660 b,CONFIRMED,0,0,0,9.27358173,1.037e-05,-1.037e-05,173.258155,0.000877,-0.000877,2455006.258,0.000877,-0.000877,0.387,0.004,-0.386,3.2875,0.0309,-0.0309,,,,1288.3,16.8,-16.8,87.2,4856.0,131.0,-146.0,0.696,0.056,-0.068
10526549,0.1671448571891305,2.28436283507399,-0.0159685042113832,0.0139495283706857,19,K00746.01,Kepler-660 b,CONFIRMED,0,0,0,9.27358173,1.037e-05,-1.037e-05,173.258155,0.000877,-0.000877,2455006.258,0.000877,-0.000877,0.387,0.004,-0.386,3.2875,0.0309,-0.0309,,,,1288.3,16.8,-16.8,87.2,4856.0,131.0,-146.0,0.696,0.056,-0.068
10526549,0.1671448571891305,2.28436283507399,-0.0159685042113832,0.0139495283706857,19,K00746.01,Kepler-660 b,CONFIRMED,0,0,0,9.27358173,1.037e-05,-1.037e-05,173.258155,0.000877,-0.000877,2455006.258,0.000877,-0.000877,0.387,0.004,-0.386,3.2875,0.0309,-0.0309,,,,1288.3,16.8,-16.8,87.2,4856.0,131.0,-146.0,0.696,0.056,-0.068
10583066,0.2958140555622561,2.4974210243017367,-0.022379509196636,0.0197575461680107,20,K00747.01,Kepler-661 b,CONFIRMED,0,0,0,6.02930329,5.509e-06,-5.509e-06,171.602959,0.000713,-0.000713,2455004.603,0.000713,-0.000713,0.258,0.196,-0.258,1.5821,0.0311,-0.0311,,,,1912.7,34.4,-34.4,65.4,4537.0,123.0,-123.0,0.672,0.062,-0.036
10583066,0.2958140555622561,2.4974210243017367,-0.022379509196636,0.0197575461680107,20,K00747.01,Kepler-661 b,CONFIRMED,0,0,0,6.02930329,5.509e-06,-5.509e-06,171.602959,0.000713,-0.000713,2455004.603,0.000713,-0.000713,0.258,0.196,-0.258,1.5821,0.0311,-0.0311,,,,1912.7,34.4,-34.4,65.4,4537.0,123.0,-123.0,0.672,0.062,-0.036
10583066,0.2958140555622561,2.4974210243017367,-0.022379509196636,0.0197575461680107,20,K00747.01,Kepler-661 b,CONFIRMED,0,0,0,6.02930329,5.509e-06,-5.509e-06,171.602959,0.000713,-0.000713,2455004.603,0.000713,-0.000713,0.258,0.196,-0.258,1.5821,0.0311,-0.0311,,,,1912.7,34.4,-34.4,65.4,4537.0,123.0,-123.0,0.672,0.062,-0.036
10583180,0.1503437551517936,2.6240873735284254,-0.006669412229642,0.0066609964929811,21,K00748.01,,FALSE POSITIVE,0,1,1,2.696370652,7.534e-06,-7.534e-06,170.73769,0.00234,-0.00234,2455003.738,0.00234,-0.00234,0.044,0.36,-0.044,3.6129,0.0686,-0.0686,,,,397.9,9.5,-9.5,48.2,4989.0,149.0,-149.0,0.819,0.067,-0.082
10583180,0.1503437551517936,2.6240873735284254,-0.006669412229642,0.0066609964929811,21,K00748.01,,FALSE POSITIVE,0,1,1,2.696370652,7.534e-06,-7.534e-06,170.73769,0.00234,-0.00234,2455003.738,0.00234,-0.00234,0.044,0.36,-0.044,3.6129,0.0686,-0.0686,,,,397.9,9.5,-9.5,48.2,4989.0,149.0,-149.0,0.819,0.067,-0.082
