loc_rowid,kepid,kepoi_name,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
3587,12251650,K00621.01,14.25,1.390e+00,-1.250e+00,538.0,,,42.860000,1.100000,-1.100000,5088.00,151.00,-136.00,0.6690,0.0650,-0.0590,0.6670,0.0730,-0.0430
3588,12417486,K00622.01,26.44,4.230e+00,-5.180e+00,511.0,,,82.600000,10.300000,-10.300000,4994.00,74.00,-82.00,3.3220,0.5320,-0.6500,1.3000,0.1170,-0.2730
3589,12068975,K00623.01,1.44,4.000e-02,-5.000e-02,930.0,,,8.010000,4.000000,-4.000000,6003.00,96.00,-108.00,1.1090,0.0360,-0.0400,0.9020,0.0430,-0.0490
3590,7115785,K00672.01,2.56,3.100e-01,-2.100e-01,668.0,,,24.200000,11.600000,-11.600000,5506.00,110.00,,0.9140,0.1110,-0.0740,0.9040,0.0560,-0.0500
3591,2834805,K07638.01,1.47,3.300e-01,-3.800e-01,837.0,,,23.200000,11.000000,-11.000000,6148.00,167.00,-186.00,1.6850,0.3850,-0.4280,1.1760,0.1890,-0.1720
3592,7115785,K00672.02,2.94,3.500e-01,-2.400e-01,486.0,,,57.110000,6.300000,-6.300000,5506.00,110.00,0.00,0.9140,0.1110,-0.0740,0.9040,0.0560,-0.0500
3593,7115785,K00672.03,1.02,1.200e-01,-9.000e-02,2038.0,,,1.363846,0.000639,-0.000639,5506.00,110.00,0.00,0.9140,0.1110,-0.0740,0.9040,0.0560,-0.0500
3594,7124613,K00673.01,3.95,8.400e-01,-1.250e+00,1810.0,,,11.537000,0.906000,-0.906000,6570.00,156.00,-195.00,2.2970,0.4850,-0.7270,1.3960,0.2220,-0.2470
3595,8711794,K00105.01,3.14,4.300e-01,-4.800e-01,880.0,,,38.070000,1.300000,-1.300000,5666.00,124.00,-102.00,0.9670,0.1330,-0.1470,0.7850,0.0730,-0.0280
3596,7277317,K00674.01,10.47,1.100e+00,-8.000e-01,963.0,,,13.420000,1.400000,-1.400000,4877.00,63.00,-53.00,2.5950,0.2730,-0.1980,1.0850,0.1300,-0.0950
3597,2446134,K07632.01,1.54,5.200e-01,-2.100e-01,600.0,,,131.900000,42.600000,-42.600000,6295.00,169.00,-225.00,1.0800,0.3640,-0.1450,1.0650,0.1730,-0.1290
3598,9963524,K00720.02,2.97,2.200e-01,-1.600e-01,712.0,,,19.980000,9.400000,-9.400000,5244.00,105.00,-105.00,0.8100,0.0600,-0.0440,0.8260,0.0520,-0.0430
3599,9963524,K00720.03,3.58,2.600e-01,-2.000e-01,582.0,,,20.600000,10.200000,-10.200000,5244.00,105.00,-105.00,0.8100,0.0600,-0.0440,0.8260,0.0520,-0.0430
3600,9963524,K00720.04,1.66,1.200e-01,-9.000e-02,1090.0,,,8.290000,3.000000,-3.000000,5244.00,105.00,-105.00,0.8100,0.0600,-0.0440,0.8260,0.0520,-0.0430
3601,9964801,K00721.01,2.13,3.200e-01,-3.200e-01,831.0,,,10.380000,5.000000,-5.000000,5817.00,104.00,-116.00,1.1710,0.1780,-0.1780,0.9820,0.0810,-0.0660
3602,9965439,K00722.01,2.66,4.700e-01,-3.900e-01,588.0,,,51.440000,1.600000,-1.600000,6086.00,134.00,-134.00,1.2270,0.2200,-0.1800,1.0370,0.0960,-0.0640
3603,2569995,K07634.01,15.11,3.130e+00,-5.820e+00,500.0,,,78.340000,8.100000,-8.100000,5511.00,183.00,-166.00,1.5970,0.3310,-0.6150,1.0890,0.1230,-0.1500
3604,12068975,K00623.02,1.42,5.000e-02,-5.000e-02,810.0,,,9.600000,4.700000,-4.700000,6003.00,96.00,-108.00,1.1090,0.0360,-0.0400,0.9020,0.0430,-0.0490
3605,12068975,K00623.03,1.22,4.000e-02,-4.000e-02,1142.0,,,4.820000,2.300000,-2.300000,6003.00,96.00,-108.00,1.1090,0.0360,-0.0400,0.9020,0.0430,-0.0490
3606,12068975,K00623.04,0.95,4.000e-02,-3.000e-02,691.0,,,19.110000,9.000000,-9.000000,6003.00,96.00,-108.00,1.1090,0.0360,-0.0400,0.9020,0.0430,-0.0490
3607,3541946,K00624.01,2.70,3.600e-01,-1.900e-01,655.0,,,31.130000,2.900000,-2.900000,5569.00,111.00,-111.00,0.9270,0.1220,-0.0660,0.9350,0.0570,-0.0570
3608,3541946,K00624.02,2.91,3.800e-01,-2.100e-01,465.0,,,52.600000,24.300000,-24.300000,5569.00,111.00,-111.00,0.9270,0.1220,-0.0660,0.9350,0.0570,-0.0570
3609,10264660,K00098.01,9.86,7.200e-01,-3.600e-01,1434.0,,,7.970000,1.200000,-1.200000,6372.00,76.00,-89.00,2.0010,0.1460,-0.0730,1.3130,0.1700,-0.0850
3610,7385509,K00675.01,2.17,1.600e-01,-1.800e-01,1080.0,,,4.056000,0.171000,-0.171000,4583.00,161.00,-161.00,0.6950,0.0490,-0.0600,0.7010,0.0660,-0.0600
3611,7447200,K00676.01,3.22,1.900e-01,-2.100e-01,497.0,,,15.450000,7.500000,-7.500000,3912.00,78.00,-86.00,0.5330,0.0320,-0.0350,0.5560,0.0320,-0.0390
3612,7447200,K00676.02,2.26,1.400e-01,-1.400e-01,737.0,,,10.270000,5.100000,-5.100000,3912.00,78.00,-86.00,0.5330,0.0320,-0.0350,0.5560,0.0320,-0.0390
3613,7466863,K00677.01,5.84,1.650e+00,-1.830e+00,1044.0,,,9.180000,4.300000,-4.300000,6312.00,176.00,-220.00,1.4640,0.4160,-0.4570,1.0480,0.1690,-0.1530
3614,7509886,K00678.01,1.30,1.100e-01,-5.000e-02,841.0,,,20.480000,7.300000,-7.300000,5297.00,95.00,-116.00,0.8250,0.0680,-0.0340,0.9380,0.0270,-0.0770
3615,7509886,K00678.02,1.30,1.000e-01,-6.000e-02,954.0,,,13.840000,2.800000,-2.800000,5297.00,95.00,-116.00,0.8250,0.0680,-0.0340,0.9380,0.0270,-0.0770
3616,10002866,K00723.01,3.36,7.400e-01,-2.500e-01,1004.0,,,10.510000,4.800000,-4.800000,5431.00,164.00,-164.00,0.8430,0.1860,-0.0620,0.9450,0.0650,-0.0980
3617,10002866,K00723.02,3.63,8.000e-01,-2.700e-01,522.0,,,44.900000,16.700000,-16.700000,5431.00,164.00,-164.00,0.8430,0.1860,-0.0620,0.9450,0.0650,-0.0980
3618,6678383,K00111.02,2.32,3.100e-01,-2.600e-01,668.0,,,21.200000,10.500000,-10.500000,5979.00,108.00,-120.00,1.0050,0.1380,-0.1130,0.9130,0.0580,-0.0580
3619,10002866,K00723.03,4.71,1.040e+00,-3.500e-01,734.0,,,22.000000,10.900000,-10.900000,5431.00,164.00,-164.00,0.8430,0.1860,-0.0620,0.9450,0.0650,-0.0980
3620,2577353,K07635.01,1.59,4.600e-01,-3.100e-01,511.0,,,49.700000,21.300000,-21.300000,5865.00,158.00,-176.00,1.1810,0.3450,-0.2300,1.0080,0.1400,-0.1150
3621,10005020,K00724.01,2.07,5.700e-01,-2.000e-01,946.0,,,13.874000,0.683000,-0.683000,5871.00,156.00,-191.00,0.9830,0.2700,-0.0960,1.0970,0.1000,-0.1500
3622,3541946,K00624.03,1.43,1.900e-01,-1.000e-01,1562.0,,,5.677000,0.580000,-0.580000,5569.00,111.00,-111.00,0.9270,0.1220,-0.0660,0.9350,0.0570,-0.0570
3623,4449034,K00625.01,68.75,1.652e+01,-3.069e+01,873.0,,,23.200000,11.600000,-11.600000,6481.00,155.00,-214.00,2.3430,0.5630,-1.0460,1.4560,0.1970,-0.3380
3624,4478168,K00626.01,2.45,3.900e-01,-3.900e-01,852.0,,,21.390000,7.600000,-7.600000,6063.00,121.00,-133.00,1.1910,0.1890,-0.1890,1.0090,0.0820,-0.0670
3625,4478168,K00626.02,0.99,1.600e-01,-1.600e-01,1040.0,,,15.420000,6.100000,-6.100000,6063.00,121.00,-133.00,1.1910,0.1890,-0.1890,1.0090,0.0820,-0.0670
3626,2854839,K07639.01,0.45,4.000e-02,-4.000e-02,1395.0,,,6.270000,3.100000,-3.100000,4955.00,176.00,-176.00,0.7510,0.0720,-0.0720,0.7480,0.0850,-0.0640
3627,4563268,K00627.01,1.89,2.600e-01,-9.000e-02,852.0,,,14.410000,4.000000,-4.000000,5604.00,101.00,-124.00,0.9120,0.1270,-0.0420,1.0040,0.0430,-0.0810
3628,7515212,K00679.01,2.99,4.700e-01,-5.700e-01,664.0,,,14.890000,7.400000,-7.400000,5867.00,104.00,-128.00,1.3560,0.2120,-0.2590,1.1530,0.0810,-0.1110
3629,7515212,K00679.02,0.92,1.500e-01,-1.700e-01,830.0,,,19.450000,2.400000,-2.400000,5867.00,104.00,-128.00,1.3560,0.2120,-0.2590,1.1530,0.0810,-0.1110
3630,7529266,K00680.01,26.52,3.600e+00,-9.360e+00,1703.0,,,7.473000,0.351000,-0.351000,6093.00,82.00,-82.00,3.9130,0.5310,-1.3810,1.6670,0.1500,-0.3510
3631,11553706,K00009.01,87.21,1.661e+01,-2.845e+01,1873.0,,,3.479000,0.324000,-0.324000,6284.00,160.00,-160.00,2.3480,0.4470,-0.7660,1.3090,0.2390,-0.2390
3632,2449053,K07633.01,2.09,4.200e-01,-2.500e-01,1818.0,,,1.396000,0.166000,-0.166000,5271.00,174.00,-158.00,0.9350,0.1900,-0.1110,0.8690,0.0820,-0.0680
3633,10489525,K00106.01,50.98,1.063e+01,-1.729e+01,2713.0,,,1.265000,0.553000,-0.553000,6732.00,187.00,-234.00,2.5690,0.5360,-0.8710,1.4950,0.2490,-0.2490
3634,7598128,K00681.01,37.38,7.040e+00,-1.306e+01,845.0,,,36.012000,0.208000,-0.208000,6544.00,162.00,-179.00,2.3260,0.4380,-0.8130,1.3640,0.2330,-0.2570
3635,11858979,K04062.01,36.00,1.097e+01,-5.900e+00,1434.0,,,4.310000,2.100000,-2.100000,6238.00,197.00,-241.00,1.1160,0.3400,-0.1830,0.9860,0.1600,-0.1070
3636,5900390,K04063.01,1.28,5.300e-01,-3.300e-01,4391.0,,,1.852000,0.520000,-0.520000,9653.00,272.00,-467.00,1.9960,0.8310,-0.5120,2.2560,0.3960,-0.5440
3637,5444334,K04064.01,1.20,2.400e-01,-1.000e-01,1752.0,,,1.749000,0.519000,-0.519000,5520.00,166.00,-182.00,0.8180,0.1640,-0.0700,0.9170,0.0740,-0.1110
3638,10139620,K04065.01,2.68,1.200e+00,-2.500e-01,267.0,,,225.500000,43.700000,-43.700000,6109.00,152.00,-211.00,1.0290,0.4620,-0.0930,1.0990,0.2200,-0.1370
3639,8686373,K04066.01,4.59,1.440e+00,-1.430e+00,524.0,,,40.400000,20.100000,-20.100000,6501.00,179.00,-247.00,1.8540,0.5780,-0.5780,1.4190,0.2100,-0.2560
3640,5386264,K04135.01,0.52,5.000e-02,-4.000e-02,545.0,,,23.697784,,,4756.00,141.00,-141.00,0.6200,0.0680,-0.0400,0.6670,0.0640,-0.0580
3641,3867615,K02289.02,1.58,2.700e-01,-2.200e-01,775.0,,,29.820000,2.300000,-2.300000,6053.00,121.00,-133.00,1.2600,0.2170,-0.1770,1.0980,0.1000,-0.0810
3642,3218844,K07646.01,2.21,7.200e-01,-2.400e-01,422.0,,,265.000000,112.000000,-112.000000,6018.00,169.00,-211.00,0.9750,0.3180,-0.1060,1.0580,0.1340,-0.1340
3643,7256914,K04136.01,1.19,1.900e-01,-2.500e-01,1507.0,,,2.190000,1.100000,-1.100000,5575.00,83.00,-75.00,1.3080,0.2080,-0.2770,0.9650,0.0660,-0.0530
3644,7256914,K04136.02,1.23,1.900e-01,-2.600e-01,1270.0,,,2.950000,1.400000,-1.400000,5575.00,83.00,-75.00,1.3080,0.2080,-0.2770,0.9650,0.0660,-0.0530
3645,3542222,K04137.01,33.96,8.560e+00,-4.600e+00,2339.0,,,1.457000,0.616000,-0.616000,6043.00,182.00,-182.00,0.9010,0.2270,-0.1220,0.8370,0.0990,-0.0720
3646,6871071,K02220.04,1.60,2.500e-01,-3.700e-01,1106.0,,,15.990000,2.900000,-2.900000,5640.00,85.00,-77.00,1.5150,0.2360,-0.3530,1.0240,0.0930,-0.0840
3647,5530112,K04067.01,3.09,1.100e+00,-3.700e-01,1014.0,,,37.640000,9.200000,-9.200000,6457.00,179.00,-246.00,1.1960,0.4280,-0.1430,1.1900,0.1810,-0.1630
3648,6226908,K04068.01,3.78,1.090e+00,-6.700e-01,671.0,,,18.580000,9.100000,-9.100000,5569.00,182.00,-182.00,1.0190,0.2940,-0.1810,0.8830,0.1200,-0.0740
3649,5906694,K04069.01,1.36,1.100e-01,-1.200e-01,527.0,,,31.110000,1.700000,-1.700000,4522.00,136.00,-136.00,0.6550,0.0520,-0.0580,0.6460,0.0710,-0.0510
3650,10186945,K04070.01,1.14,1.100e-01,-1.000e-01,1614.0,,,6.880000,1.500000,-1.500000,5077.00,167.00,-137.00,0.8250,0.0830,-0.0740,0.8490,0.0580,-0.0710
3651,4636565,K04138.01,1.51,3.300e-01,-4.900e-01,1723.0,,,3.173000,0.876000,-0.876000,5541.00,182.00,-126.00,1.9670,0.4260,-0.6390,1.0460,0.1550,-0.1400
3652,9956082,K04139.01,1.38,4.100e-01,-1.700e-01,1287.0,,,11.630000,2.500000,-2.500000,6260.00,168.00,-224.00,1.0630,0.3130,-0.1340,1.1180,0.1450,-0.1450
3653,3241647,K07650.01,0.85,2.200e-01,-1.400e-01,1840.0,,,3.018000,0.928000,-0.928000,5403.00,164.00,-164.00,1.0290,0.2720,-0.1680,0.9450,0.0820,-0.0740
3654,7761585,K04140.01,2.48,8.400e-01,-2.400e-01,314.0,,,202.000000,87.900000,-87.900000,6045.00,157.00,-198.00,0.9550,0.3240,-0.0900,1.0380,0.1230,-0.1340
3655,3241248,K04141.01,129.67,3.967e+01,-5.952e+01,3146.0,,,1.485000,0.524000,-0.524000,5100.00,123.00,-138.00,4.5690,1.3980,-2.0970,1.7780,0.2010,-0.8060
3656,9716302,K04142.01,1.49,2.000e-01,-1.300e-01,1318.0,,,2.400000,0.988000,-0.988000,5134.00,179.00,-179.00,0.7520,0.1050,-0.0650,0.8250,0.0730,-0.0900
3657,2708286,K04071.01,6.40,1.240e+00,-1.230e+00,1590.0,,,1.147000,0.540000,-0.540000,5706.00,79.00,-68.00,1.1200,0.2160,-0.2160,0.8240,0.0750,-0.0340
3658,6755944,K04072.01,2.24,4.100e-01,-8.200e-01,3186.0,,,1.977000,0.972000,-0.972000,6105.00,181.00,-163.00,2.3040,0.4240,-0.8470,1.2350,0.2300,-0.2530
3659,10419797,K04073.01,,,,,,,,,,,,,,,,,,
3660,6515335,K04074.01,28.39,9.820e+00,-2.220e+00,302.0,,,12.720000,2.700000,-2.700000,5817.00,158.00,-170.00,0.8700,0.3010,-0.0680,0.9650,0.0890,-0.1110
3661,7777471,K04075.01,0.90,2.700e-01,-9.000e-02,1818.0,,,1.652000,0.562000,-0.562000,5904.00,159.00,-177.00,0.8670,0.2620,-0.0820,0.9580,0.1190,-0.1190
3662,10294509,K04143.01,1.33,2.200e-01,-1.000e-01,1221.0,,,4.720000,2.300000,-2.300000,5341.00,159.00,-159.00,0.7430,0.1220,-0.0570,0.8260,0.0780,-0.0960
3663,3112129,K04144.01,0.99,1.100e-01,-6.000e-02,2299.0,,,3.757000,0.263000,-0.263000,5957.00,71.00,-89.00,0.9370,0.1090,-0.0510,1.0260,0.0490,-0.0730
3664,3003019,K07642.01,1.41,4.400e-01,-1.900e-01,2478.0,,,1.237000,0.380000,-0.380000,6029.00,190.00,-211.00,1.0980,0.3410,-0.1460,1.0650,0.1590,-0.1300
3665,9334893,K02298.02,0.63,4.000e-02,-4.000e-02,378.0,,,54.500000,17.400000,-17.400000,4729.00,143.00,-143.00,0.5250,0.0280,-0.0320,0.5340,0.0360,-0.0200
3666,3103212,K04145.01,0.96,1.400e-01,-8.000e-02,1220.0,,,3.600000,1.300000,-1.300000,5692.00,77.00,-86.00,1.0040,0.1500,-0.0810,0.9680,0.0610,-0.0610
3667,10000941,K04146.01,0.80,1.000e-01,-8.000e-02,1019.0,,,13.220000,3.100000,-3.100000,5115.00,154.00,-139.00,0.8540,0.1030,-0.0930,0.7980,0.0920,-0.0570
3668,9455677,K04076.01,2.57,4.600e-01,-3.800e-01,350.0,,,149.900000,15.900000,-15.900000,5349.00,80.00,-80.00,1.0320,0.1860,-0.1520,0.8750,0.0610,-0.0350
3669,6871071,K02220.05,1.05,4.200e-01,-1.100e-01,797.0,,,26.800000,11.800000,-11.800000,5975.00,166.00,-168.00,0.9000,0.3610,-0.0940,0.8910,0.1180,-0.0850
3670,7690855,K04077.01,15.72,1.240e+00,-1.840e+00,1192.0,,,1.293000,0.275000,-0.275000,4223.00,119.00,-149.00,0.5570,0.0440,-0.0650,0.5440,0.0560,-0.0460
3671,5649837,K04078.01,23.20,6.990e+00,-2.340e+00,2126.0,,,1.280000,0.518000,-0.518000,6052.00,179.00,-197.00,0.8630,0.2600,-0.0870,0.9400,0.1090,-0.1200
3672,10141938,K04079.01,60.30,1.641e+01,-4.080e+00,216.0,,,30.100000,13.300000,-13.300000,5513.00,181.00,-140.00,0.7240,0.1970,-0.0490,0.7910,0.1000,-0.0740
3673,8029197,K04147.01,1.02,2.500e-01,-3.700e-01,1841.0,,,4.910000,1.400000,-1.400000,5851.00,176.00,-132.00,1.5550,0.3750,-0.5620,0.8210,0.1200,-0.0450
3674,12257886,K04148.01,1.28,3.900e-01,-1.300e-01,1358.0,,,2.660000,0.755000,-0.755000,6131.00,164.00,-200.00,0.9450,0.2880,-0.0960,1.0230,0.1380,-0.1380
3675,10875007,K04149.01,1.71,5.900e-01,-2.000e-01,996.0,,,7.300000,3.400000,-3.400000,6274.00,177.00,-243.00,1.2320,0.4230,-0.1410,1.2610,0.1630,-0.1820
3676,10875007,K04149.02,1.82,6.200e-01,-2.100e-01,862.0,,,6.830000,3.400000,-3.400000,6274.00,177.00,-243.00,1.2320,0.4230,-0.1410,1.2610,0.1630,-0.1820
3677,11465651,K04150.01,1.99,5.700e-01,-2.500e-01,666.0,,,28.800000,11.100000,-11.100000,6404.00,173.00,-192.00,1.1420,0.3270,-0.1400,1.1750,0.1570,-0.1570
3678,5036480,K04080.01,1.06,2.700e-01,-9.000e-02,1679.0,,,3.990000,1.100000,-1.100000,5767.00,156.00,-173.00,0.8810,0.2300,-0.0770,0.9790,0.1020,-0.1140
3679,10275077,K04081.01,3.45,2.700e+00,-1.980e+00,305.0,,,142.200000,28.500000,-28.500000,5086.00,138.00,-137.00,1.7830,1.3980,-1.0250,0.9010,0.2760,-0.1360
3680,6592832,K04082.01,1.10,3.300e-01,-1.200e-01,1963.0,,,2.615000,0.975000,-0.975000,6135.00,183.00,-201.00,0.9740,0.2930,-0.1040,0.9870,0.1400,-0.1150
3681,8524346,K04083.01,2.43,7.000e-01,-4.800e-01,1248.0,,,2.016000,0.939000,-0.939000,6102.00,183.00,-183.00,1.1250,0.3280,-0.2190,0.9550,0.1410,-0.1020
3682,3937814,K04084.01,2.68,2.900e-01,-3.700e-01,286.0,,,175.500000,21.000000,-21.000000,5323.00,79.00,-79.00,0.9950,0.1110,-0.1350,0.8620,0.0640,-0.0320
3683,5551228,K04154.02,3.55,1.010e+00,-3.300e-01,338.0,,,21.100000,10.500000,-10.500000,5692.00,186.00,-169.00,0.8660,0.2460,-0.0820,0.9650,0.1040,-0.1150
3684,5471271,K04155.01,0.80,2.700e-01,-9.000e-02,864.0,,,14.568675,,,6231.00,173.00,-217.00,1.0840,0.3650,-0.1220,1.1400,0.1580,-0.1580
3685,5881120,K04156.01,1.10,3.500e-01,-1.200e-01,1098.0,,,1.769000,0.880000,-0.880000,6032.00,168.00,-210.00,0.9730,0.3150,-0.1050,1.0550,0.1390,-0.1390
3686,3248696,K07651.01,2.53,5.200e-01,-1.800e-01,214.0,,,273.200000,46.000000,-46.000000,5576.00,166.00,-166.00,0.7290,0.1470,-0.0530,0.8230,0.0770,-0.0950
3687,4548098,K04157.01,0.77,1.400e-01,-4.000e-02,1282.0,,,12.300000,4.700000,-4.700000,6202.00,99.00,-149.00,1.1220,0.2050,-0.0580,1.2130,0.0760,-0.0930
3688,5306383,K04158.01,0.90,2.400e-01,-1.400e-01,1941.0,,,4.170000,1.800000,-1.800000,5765.00,156.00,-173.00,0.9980,0.2740,-0.1470,0.9430,0.1240,-0.0930
3689,5446285,K00142.02,,,,,,,,,,,,,,,,,,
3690,7021681,K00255.02,0.75,5.000e-02,-6.000e-02,397.0,,,26.100000,12.300000,-12.300000,3780.00,76.00,-83.00,0.5110,0.0360,-0.0430,0.5310,0.0340,-0.0420
3691,5041847,K04085.01,36.84,1.046e+01,-5.250e+00,1884.0,,,1.704000,0.789000,-0.789000,5762.00,156.00,-173.00,0.9890,0.2810,-0.1410,0.9270,0.1250,-0.0910
3692,3836558,K04086.01,1.08,3.300e-01,-1.900e-01,1520.0,,,4.730000,2.300000,-2.300000,5649.00,168.00,-168.00,0.8840,0.2790,-0.1500,0.7510,0.1190,-0.0480
3693,4770617,K02243.02,2.52,5.200e-01,-4.200e-01,1117.0,,,15.950000,6.000000,-6.000000,6172.00,74.00,-86.00,1.4710,0.3010,-0.2470,1.2500,0.0950,-0.1160
3694,6106282,K04087.01,1.61,1.000e-01,-8.000e-02,229.0,,,98.640000,4.800000,-4.800000,4133.00,74.00,-82.00,0.5610,0.0330,-0.0300,0.5780,0.0270,-0.0340
3695,4946584,K04088.01,49.37,1.600e+01,-6.860e+00,2219.0,,,1.731000,0.859000,-0.859000,6434.00,155.00,-213.00,1.1660,0.3780,-0.1620,1.1190,0.1780,-0.1290
3696,6463499,K04163.01,7.13,1.870e+00,-4.350e+00,611.0,,,30.400000,13.300000,-13.300000,5780.00,184.00,-163.00,2.4780,0.6470,-1.5110,1.2010,0.1540,-0.3340
3697,8254882,K04164.01,0.88,2.500e-01,-2.700e-01,2383.0,,,4.810000,1.000000,-1.000000,6058.00,190.00,-232.00,1.6120,0.4590,-0.5050,1.2960,0.1610,-0.2420
3698,6042031,K04165.01,32.19,6.940e+00,-1.128e+01,3195.0,,,1.162000,0.479000,-0.479000,5395.00,176.00,-176.00,2.5370,0.5470,-0.8890,1.2880,0.1370,-0.3190
3699,4078311,K04166.01,2.41,5.800e-01,-2.100e-01,801.0,,,46.730000,9.400000,-9.400000,5585.00,175.00,-194.00,0.9720,0.2350,-0.0840,1.0640,0.0840,-0.1260
3700,5475735,K04167.01,0.78,1.200e-01,-6.000e-02,1019.0,,,3.830000,1.500000,-1.500000,5269.00,158.00,-142.00,0.7270,0.1120,-0.0520,0.8120,0.0780,-0.0850
3701,11709124,K00435.05,3.05,4.000e-01,-3.000e-01,454.0,,,47.100000,17.900000,-17.900000,5688.00,113.00,-101.00,0.9710,0.1300,-0.0950,0.8950,0.0710,-0.0520
3702,9022166,K02175.02,4.21,7.200e-01,-1.080e+00,575.0,,,43.000000,19.200000,-19.200000,5508.00,110.00,0.00,1.9880,0.3400,-0.5100,1.1360,0.1270,-0.1750
3703,10075409,K04019.01,2.34,3.400e-01,-1.700e-01,200.0,,,174.300000,77.500000,-77.500000,5054.00,160.00,-136.00,0.7400,0.1060,-0.0550,0.8100,0.0720,-0.0860
3704,7038096,K04020.01,1.93,5.300e-01,-2.300e-01,2380.0,,,1.810000,0.429000,-0.429000,6147.00,172.00,-215.00,1.0960,0.3010,-0.1290,1.1930,0.1270,-0.1700
3705,3345973,K07652.01,3.64,6.900e-01,-8.400e-01,1194.0,,,19.500000,7.900000,-7.900000,6771.00,81.00,-81.00,2.2590,0.4260,-0.5210,1.5970,0.1310,-0.1800
3706,11967788,K04021.01,1.53,2.700e-01,-2.300e-01,1207.0,,,15.840000,6.400000,-6.400000,6422.00,76.00,-76.00,1.4210,0.2570,-0.2100,1.2200,0.0960,-0.1060
3707,11972872,K04089.01,7.54,7.800e-01,-7.800e-01,1781.0,,,1.244200,0.007130,-0.007130,4978.00,151.00,-136.00,0.7620,0.0790,-0.0790,0.7320,0.0950,-0.0550
3708,9899233,K04090.01,1.23,3.200e-01,-1.300e-01,1719.0,,,1.756000,0.759000,-0.759000,6077.00,168.00,-210.00,0.9990,0.2520,-0.1080,1.0770,0.1260,-0.1390
3709,3103227,K04091.01,3.71,6.400e-01,-5.800e-01,348.0,,,157.860000,8.900000,-8.900000,5929.00,77.00,-77.00,1.3630,0.2360,-0.2120,1.1850,0.0740,-0.0810
3710,4850961,K04092.01,2.74,7.400e-01,-3.700e-01,722.0,,,21.200000,10.300000,-10.300000,6392.00,156.00,-245.00,1.1620,0.3120,-0.1560,1.2320,0.1330,-0.1990
3711,3102309,K07643.01,0.71,2.200e-01,-1.400e-01,1136.0,,,2.390000,1.200000,-1.200000,5596.00,186.00,-186.00,1.0150,0.3110,-0.2070,0.8290,0.1250,-0.0630
3712,8521059,K04093.01,33.97,9.990e+00,-6.650e+00,2870.0,,,1.291000,0.629000,-0.629000,6610.00,162.00,-231.00,1.3130,0.3860,-0.2570,1.1600,0.1780,-0.1620
3713,5217574,K04151.01,1.19,3.400e-01,-1.100e-01,1764.0,,,2.151000,0.884000,-0.884000,5764.00,170.00,-204.00,0.8630,0.2470,-0.0820,0.9590,0.1040,-0.1150
3714,7199060,K04152.01,8.00,1.450e+00,-2.690e+00,839.0,,,19.810000,9.900000,-9.900000,6951.00,184.00,-245.00,2.7580,0.4990,-0.9270,1.6180,0.2190,-0.2670
3715,8439323,K04153.01,1.65,4.400e-01,-1.500e-01,1012.0,,,38.600000,18.000000,-18.000000,5834.00,157.00,-174.00,0.7970,0.2130,-0.0710,0.8520,0.0950,-0.0860
3716,4458082,K02303.02,1.83,6.400e-01,-2.300e-01,1124.0,,,12.890000,6.300000,-6.300000,6688.00,187.00,-281.00,1.3470,0.4730,-0.1690,1.3360,0.2000,-0.2000
3717,3230095,K07647.01,1.10,2.000e-01,-9.000e-02,817.0,,,10.860000,5.300000,-5.300000,5496.00,149.00,-166.00,0.7760,0.1410,-0.0650,0.8690,0.0740,-0.1020
3718,5551228,K04154.01,91.06,3.749e+01,-7.000e+00,236.0,,,58.300000,28.900000,-28.900000,5716.00,175.00,-177.00,0.8720,0.3590,-0.0670,0.9700,0.0980,-0.1050
3719,11967788,K04021.02,1.02,1.800e-01,-1.500e-01,1372.0,,,12.070000,1.800000,-1.800000,6422.00,76.00,-76.00,1.4210,0.2570,-0.2100,1.2200,0.0960,-0.1060
3720,7733731,K04022.01,2.04,3.400e-01,-7.400e-01,1685.0,,,6.984000,0.267000,-0.267000,6109.00,182.00,-164.00,2.3260,0.3910,-0.8470,1.1880,0.1990,-0.2430
3721,6862332,K04023.01,4.44,1.190e+00,-4.200e-01,350.0,,,76.800000,33.100000,-33.100000,5754.00,182.00,-202.00,0.9050,0.2410,-0.0860,1.0210,0.1020,-0.1360
3722,10714072,K04024.01,1.95,7.300e-01,-8.900e-01,1048.0,,,34.800000,10.500000,-10.500000,5365.00,159.00,-143.00,1.5330,0.5720,-0.7000,0.8990,0.0770,-0.1050
3723,3110177,K07644.01,0.81,2.000e-01,-1.200e-01,1191.0,,,7.260000,3.500000,-3.500000,5766.00,155.00,-155.00,0.9290,0.2370,-0.1280,0.8760,0.1200,-0.0800
3724,10992011,K04025.01,1.19,1.100e-01,-1.300e-01,1513.0,,,3.991000,0.585000,-0.585000,5043.00,168.00,-152.00,0.8190,0.0770,-0.0940,0.7760,0.0900,-0.0550
3725,8128247,K04094.01,57.36,4.360e+00,-9.330e+00,6119.0,,,6.150000,1.500000,-1.500000,3812.00,87.00,-96.00,69.0010,5.2410,-11.2320,1.4790,0.2240,-0.4160
