loc_rowid,kepid,kepoi_name,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
1,10797460,K00752.01,2.26,2.600e-01,-1.500e-01,793.0,,,24.810000,2.600000,-2.600000,5455.00,81.00,-81.00,0.9270,0.1050,-0.0610,0.9190,0.0520,-0.0460
2,10797460,K00752.02,2.83,3.200e-01,-1.900e-01,443.0,,,77.900000,28.400000,-28.400000,5455.00,81.00,-81.00,0.9270,0.1050,-0.0610,0.9190,0.0520,-0.0460
3,10811496,K00753.01,14.60,3.920e+00,-1.310e+00,638.0,,,53.500000,25.700000,-25.700000,5853.00,158.00,-176.00,0.8680,0.2330,-0.0780,0.9610,0.1100,-0.1210
4,10848459,K00754.01,33.46,8.500e+00,-2.830e+00,1395.0,,,3.278000,0.136000,-0.136000,5805.00,157.00,-174.00,0.7910,0.2010,-0.0670,0.8360,0.0930,-0.0770
5,10854555,K00755.01,2.75,8.800e-01,-3.500e-01,1406.0,,,8.750000,4.000000,-4.000000,6031.00,169.00,-211.00,1.0460,0.3340,-0.1330,1.0950,0.1510,-0.1360
6,10872983,K00756.01,3.90,1.270e+00,-4.200e-01,835.0,,,16.360000,8.100000,-8.100000,6046.00,189.00,-232.00,0.9720,0.3150,-0.1050,1.0530,0.1350,-0.1500
7,10872983,K00756.02,2.77,9.000e-01,-3.000e-01,1160.0,,,6.960000,2.800000,-2.800000,6046.00,189.00,-232.00,0.9720,0.3150,-0.1050,1.0530,0.1350,-0.1500
8,10872983,K00756.03,1.59,5.200e-01,-1.700e-01,1360.0,,,5.540000,2.700000,-2.700000,6046.00,189.00,-232.00,0.9720,0.3150,-0.1050,1.0530,0.1350,-0.1500
9,6721123,K00114.01,39.21,6.450e+00,-9.670e+00,1342.0,,,2.400000,1.200000,-1.200000,6227.00,111.00,-124.00,1.9580,0.3220,-0.4830,1.3580,0.1210,-0.2070
10,10910878,K00757.01,5.76,2.200e-01,-4.900e-01,600.0,,,36.850000,1.200000,-1.200000,5031.00,75.00,-83.00,0.8480,0.0330,-0.0720,0.8010,0.0520,-0.0300
11,11446443,K00001.01,13.04,5.100e-01,-5.100e-01,1339.0,,,8.397700,0.026900,-0.026900,5820.00,78.00,-78.00,0.9640,0.0380,-0.0380,0.9710,0.0620,-0.0560
12,10666592,K00002.01,16.10,8.100e-01,-9.100e-01,2048.0,,,4.602000,0.345000,-0.345000,6440.00,76.00,-89.00,1.9520,0.0990,-0.1100,1.4490,0.0700,-0.0910
13,6922244,K00010.01,14.59,1.110e+00,-1.110e+00,1521.0,,,7.541000,0.171000,-0.171000,6225.00,112.00,-137.00,1.4510,0.1100,-0.1100,1.1320,0.1080,-0.0780
14,10984090,K00112.02,1.16,1.700e-01,-1.200e-01,1206.0,,,10.888000,0.398000,-0.398000,5833.00,105.00,-117.00,1.0220,0.1430,-0.1070,0.9740,0.0660,-0.0660
15,10419211,K00742.01,150.51,3.976e+01,-1.331e+01,753.0,,,20.750000,9.400000,-9.400000,5795.00,155.00,-172.00,0.8480,0.2240,-0.0750,0.9380,0.0980,-0.1090
16,10464078,K00743.01,7.18,7.600e-01,-6.800e-01,523.0,,,9.099000,0.257000,-0.257000,5043.00,151.00,-151.00,0.6800,0.0720,-0.0650,0.6570,0.0850,-0.0360
17,10480982,K00744.01,49.29,1.603e+01,-5.000e+00,698.0,,,31.323000,0.131000,-0.131000,6117.00,182.00,-200.00,0.9470,0.3080,-0.0960,1.0250,0.1390,-0.1390
18,10485250,K00745.01,7.94,8.900e-01,-8.900e-01,595.0,,,14.050000,1.500000,-1.500000,5152.00,168.00,-153.00,0.7860,0.0880,-0.0880,0.7410,0.1060,-0.0570
19,10526549,K00746.01,2.47,2.000e-01,-2.400e-01,649.0,,,20.650000,5.600000,-5.600000,4856.00,131.00,-146.00,0.6960,0.0560,-0.0680,0.6760,0.0880,-0.0470
20,10583066,K00747.01,2.85,2.600e-01,-1.500e-01,678.0,,,29.310000,4.100000,-4.100000,4537.00,123.00,-123.00,0.6720,0.0620,-0.0360,0.7610,0.0330,-0.0670
21,10583180,K00748.01,1.58,1.300e-01,-1.600e-01,1066.0,,,5.827000,0.162000,-0.162000,4989.00,149.00,-149.00,0.8190,0.0670,-0.0820,0.7810,0.0780,-0.0560
22,10601284,K00749.01,2.55,1.600e-01,-2.400e-01,919.0,,,13.801500,0.049600,-0.049600,5185.00,85.00,-77.00,0.9100,0.0570,-0.0860,0.8310,0.0580,-0.0320
23,10601284,K00749.02,1.70,1.100e-01,-1.600e-01,1018.0,,,11.510000,2.400000,-2.400000,5185.00,85.00,-77.00,0.9100,0.0570,-0.0860,0.8310,0.0580,-0.0320
24,10601284,K00749.03,1.30,9.000e-02,-1.200e-01,800.0,,,17.460000,2.700000,-2.700000,5185.00,85.00,-77.00,0.9100,0.0570,-0.0860,0.8310,0.0580,-0.0320
25,2306756,K00113.01,41.50,1.680e+00,-1.680e+00,297.0,,,332.000000,22.200000,-22.200000,5543.00,79.00,-79.00,1.5800,0.0640,-0.0640,1.1030,0.0970,-0.0970
26,10662202,K00750.01,2.95,1.200e-01,-2.300e-01,530.0,,,24.600000,11.600000,-11.600000,4954.00,79.00,-79.00,0.8280,0.0320,-0.0650,0.7910,0.0500,-0.0290
27,10682541,K00751.01,2.78,5.200e-01,-2.300e-01,917.0,,,13.140000,5.100000,-5.100000,5339.00,175.00,-159.00,0.8470,0.1610,-0.0690,0.9310,0.0630,-0.0940
28,11460018,K00769.01,2.30,5.800e-01,-1.900e-01,1012.0,,,10.640000,3.900000,-3.900000,5644.00,152.00,-169.00,0.8310,0.2070,-0.0690,0.9280,0.0940,-0.1150
29,11463211,K00770.01,4.53,1.010e+00,-4.400e-01,1452.0,,,4.670000,1.800000,-1.800000,5714.00,155.00,-172.00,0.8310,0.1860,-0.0800,0.9260,0.0900,-0.1100
30,11465813,K00771.01,14.14,2.130e+00,-7.100e-01,196.0,,,85.240000,1.500000,-1.500000,5520.00,100.00,-111.00,0.9830,0.1480,-0.0490,1.0300,0.0420,-0.0580
31,11493732,K00772.01,39.87,1.279e+01,-5.480e+00,505.0,,,29.100000,14.400000,-14.400000,6144.00,184.00,-220.00,1.0910,0.3500,-0.1500,1.0930,0.1660,-0.1350
32,11507101,K00773.01,2.82,3.700e-01,-3.400e-01,529.0,,,47.800000,22.500000,-22.500000,5481.00,82.00,-74.00,1.0360,0.1380,-0.1240,0.9150,0.0610,-0.0420
33,10910878,K00757.02,3.86,1.500e-01,-3.300e-01,439.0,,,70.750000,2.100000,-2.100000,5031.00,75.00,-83.00,0.8480,0.0330,-0.0720,0.8010,0.0520,-0.0300
34,10910878,K00757.03,2.65,1.000e-01,-2.300e-01,823.0,,,18.940000,0.842000,-0.842000,5031.00,75.00,-83.00,0.8480,0.0330,-0.0720,0.8010,0.0520,-0.0300
35,10987985,K00758.01,3.10,3.400e-01,-3.100e-01,593.0,,,24.700000,11.800000,-11.800000,5015.00,164.00,-149.00,0.8260,0.0910,-0.0820,0.7850,0.0850,-0.0560
36,11018648,K00759.01,3.36,7.600e-01,-3.300e-01,506.0,,,53.950000,1.500000,-1.500000,5586.00,152.00,-152.00,0.7980,0.1810,-0.0770,0.8440,0.0970,-0.0780
37,11018648,K00759.02,2.12,4.800e-01,-2.100e-01,359.0,,,89.400000,37.800000,-37.800000,5586.00,152.00,-152.00,0.7980,0.1810,-0.0770,0.8440,0.0970,-0.0780
38,11138155,K00760.01,12.21,1.960e+00,-1.460e+00,1103.0,,,12.386000,0.466000,-0.466000,5712.00,77.00,-77.00,1.0820,0.1730,-0.1300,0.9760,0.0730,-0.0550
39,11152159,K00761.01,6.54,1.640e+00,-7.500e-01,1222.0,,,2.220000,1.100000,-1.100000,5550.00,182.00,-182.00,0.9100,0.2280,-0.1050,0.8890,0.1020,-0.0830
40,11153539,K00762.01,2.10,6.500e-01,-2.200e-01,1133.0,,,8.950000,1.900000,-1.900000,6075.00,189.00,-210.00,0.9690,0.3000,-0.1000,1.0480,0.1390,-0.1390
41,11242721,K00763.01,12.42,3.920e+00,-1.690e+00,730.0,,,23.980000,2.100000,-2.100000,6074.00,168.00,-210.00,1.0630,0.3360,-0.1440,1.0140,0.1530,-0.1260
42,9579641,K00115.01,2.94,4.300e-01,-3.800e-01,1093.0,,,9.250000,4.500000,-4.500000,5779.00,104.00,-115.00,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540
43,11304958,K00764.01,5.50,1.570e+00,-9.600e-01,516.0,,,29.470000,6.400000,-6.400000,5468.00,180.00,-164.00,1.0460,0.2970,-0.1830,0.9300,0.0920,-0.0740
44,11391957,K00765.01,2.52,5.400e-01,-2.400e-01,790.0,,,29.180000,1.700000,-1.700000,5592.00,152.00,-152.00,0.7870,0.1690,-0.0730,0.8620,0.0890,-0.0970
45,11403044,K00766.01,4.43,1.440e+00,-5.100e-01,1243.0,,,8.450000,2.700000,-2.700000,6174.00,173.00,-239.00,1.1030,0.3580,-0.1280,1.1620,0.1580,-0.1580
46,11414511,K00767.01,12.21,1.620e+00,-8.700e-01,1219.0,,,9.571000,0.595000,-0.595000,5532.00,74.00,-83.00,0.9550,0.1270,-0.0680,0.9410,0.0530,-0.0470
47,11442465,K00768.01,7.34,9.000e-01,-6.000e-01,430.0,,,13.120000,0.516000,-0.516000,5040.00,136.00,-151.00,0.7050,0.0860,-0.0580,0.7820,0.0630,-0.0870
48,12110942,K00786.01,1.89,5.400e-01,-2.000e-01,1147.0,,,10.710000,1.200000,-1.200000,5880.00,157.00,-192.00,0.9170,0.2620,-0.0980,1.0100,0.1160,-0.1390
49,12366084,K00787.01,3.25,4.700e-01,-2.500e-01,1104.0,,,10.190000,3.700000,-3.700000,5714.00,77.00,-77.00,1.0150,0.1480,-0.0790,1.0070,0.0560,-0.0620
50,12366084,K00787.02,3.95,5.700e-01,-3.100e-01,806.0,,,16.310000,8.100000,-8.100000,5714.00,77.00,-77.00,1.0150,0.1480,-0.0790,1.0070,0.0560,-0.0620
51,12404086,K00788.01,3.07,4.100e-01,-2.200e-01,489.0,,,47.700000,20.700000,-20.700000,5129.00,154.00,-154.00,0.7630,0.1030,-0.0550,0.8460,0.0640,-0.0880
52,8395660,K00116.01,2.64,4.000e-01,-2.700e-01,785.0,,,16.930000,7.900000,-7.900000,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
53,9579641,K00115.02,1.79,2.600e-01,-2.300e-01,997.0,,,8.620000,4.200000,-4.200000,5779.00,104.00,-115.00,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540
54,11656840,K00774.01,15.03,4.730e+00,-1.580e+00,967.0,,,27.990000,4.800000,-4.800000,6108.00,183.00,-201.00,0.9560,0.3010,-0.1000,0.9810,0.1280,-0.1280
55,11754553,K00775.01,2.00,9.000e-02,-1.000e-01,433.0,,,42.620000,2.500000,-2.500000,4126.00,82.00,-82.00,0.6150,0.0270,-0.0290,0.6330,0.0290,-0.0350
56,11754553,K00775.02,2.16,9.000e-02,-1.100e-01,553.0,,,29.840000,1.100000,-1.100000,4126.00,82.00,-82.00,0.6150,0.0270,-0.0290,0.6330,0.0290,-0.0350
57,11754553,K00775.03,1.99,9.000e-02,-9.000e-02,332.0,,,71.530000,2.900000,-2.900000,4126.00,82.00,-82.00,0.6150,0.0270,-0.0290,0.6330,0.0290,-0.0350
58,11812062,K00776.01,6.02,1.220e+00,-5.200e-01,1023.0,,,9.700000,3.100000,-3.100000,5497.00,166.00,-149.00,0.8090,0.1640,-0.0700,0.9070,0.0740,-0.1020
59,11818800,K00777.01,7.51,1.120e+00,-9.100e-01,467.0,,,54.700000,24.100000,-24.100000,5446.00,179.00,-163.00,0.7810,0.1160,-0.0950,0.7140,0.1040,-0.0370
60,11853255,K00778.01,1.99,1.000e-01,-1.200e-01,822.0,,,7.380000,3.600000,-3.600000,4149.00,82.00,-91.00,0.5640,0.0300,-0.0330,0.5780,0.0270,-0.0370
61,11909839,K00779.01,11.23,2.920e+00,-1.950e+00,833.0,,,13.012000,0.955000,-0.955000,5746.00,173.00,-173.00,0.9240,0.2410,-0.1600,0.7700,0.1180,-0.0470
62,11918099,K00780.01,2.34,1.700e-01,-9.000e-02,1070.0,,,8.860000,1.300000,-1.300000,5005.00,79.00,-79.00,0.7650,0.0550,-0.0280,0.8500,0.0250,-0.0540
63,11918099,K00780.02,19.45,1.400e+00,-7.100e-01,734.0,,,28.800000,14.400000,-14.400000,5005.00,79.00,-79.00,0.7650,0.0550,-0.0280,0.8500,0.0250,-0.0540
64,9579641,K00115.03,0.55,8.000e-02,-7.000e-02,1272.0,,,6.650000,3.000000,-3.000000,5779.00,104.00,-115.00,1.0870,0.1570,-0.1420,0.9410,0.0740,-0.0540
65,11923270,K00781.01,2.65,2.100e-01,-2.900e-01,396.0,,,28.200000,11.800000,-11.800000,3688.00,73.00,-91.00,0.4730,0.0370,-0.0510,0.5030,0.0350,-0.0530
66,11960862,K00782.01,5.31,1.500e+00,-8.100e-01,1015.0,,,11.370000,3.000000,-3.000000,5992.00,162.00,-180.00,0.9890,0.2800,-0.1510,0.9270,0.1290,-0.0970
67,12020329,K00783.01,4.86,1.050e+00,-3.700e-01,833.0,,,6.660000,2.900000,-2.900000,5485.00,164.00,-180.00,0.8670,0.1870,-0.0670,0.9860,0.0650,-0.1150
68,12066335,K00784.01,1.93,1.000e-01,-1.200e-01,393.0,,,55.020000,4.100000,-4.100000,4077.00,81.00,-81.00,0.5600,0.0300,-0.0340,0.5760,0.0310,-0.0350
69,12066335,K00784.02,1.91,1.000e-01,-1.200e-01,488.0,,,45.900000,22.700000,-22.700000,4077.00,81.00,-81.00,0.5600,0.0300,-0.0340,0.5760,0.0310,-0.0350
70,12070811,K00785.01,2.66,5.400e-01,-2.300e-01,677.0,,,13.070000,6.300000,-6.300000,5557.00,166.00,-166.00,0.7500,0.1520,-0.0650,0.8320,0.0800,-0.0890
71,8395660,K00116.02,2.87,4.300e-01,-3.000e-01,531.0,,,28.200000,13.400000,-13.400000,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
72,3120431,K00798.01,21.55,3.540e+00,-1.890e+00,1032.0,,,2.190000,1.100000,-1.100000,5295.00,175.00,-159.00,0.8110,0.1330,-0.0710,0.8530,0.0780,-0.0780
73,3246984,K00799.01,32.43,9.000e+00,-4.830e+00,1547.0,,,2.380000,1.200000,-1.200000,5735.00,155.00,-172.00,0.9730,0.2700,-0.1450,0.8890,0.1200,-0.0900
74,3342970,K00800.01,3.12,1.020e+00,-3.400e-01,1420.0,,,7.088000,0.285000,-0.285000,6214.00,174.00,-239.00,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730
75,3342970,K00800.02,3.32,1.090e+00,-3.600e-01,1025.0,,,14.003000,0.696000,-0.696000,6214.00,174.00,-239.00,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730
76,12459725,K00789.01,1.88,7.100e-01,-1.400e-01,711.0,,,43.540000,4.500000,-4.500000,5799.00,161.00,-168.00,0.8780,0.3330,-0.0650,0.9750,0.0980,-0.1090
77,12470844,K00790.01,2.59,3.700e-01,-2.200e-01,751.0,,,24.470000,1.400000,-1.400000,5354.00,159.00,-159.00,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130
78,12470844,K00790.02,2.36,3.400e-01,-2.000e-01,390.0,,,93.710000,3.400000,-3.400000,5354.00,159.00,-159.00,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130
79,12644822,K00791.01,7.40,2.200e+00,-7.300e-01,753.0,,,17.270000,4.800000,-4.800000,5795.00,156.00,-173.00,0.9190,0.2730,-0.0910,0.9920,0.1120,-0.1120
80,2440757,K00792.01,46.58,8.010e+00,-8.000e+00,1920.0,,,2.460000,1.200000,-1.200000,6017.00,72.00,-90.00,1.3390,0.2300,-0.2300,1.0830,0.1000,-0.0820
81,2445129,K00793.01,28.59,8.610e+00,-3.690e+00,876.0,,,5.920000,3.000000,-3.000000,5927.00,176.00,-193.00,1.0600,0.3190,-0.1370,1.0500,0.1400,-0.1270
82,2713049,K00794.01,2.06,2.900e-01,-2.800e-01,1332.0,,,7.930000,1.200000,-1.200000,5519.00,82.00,-74.00,1.0620,0.1540,-0.1400,0.9210,0.0670,-0.0380
83,3114167,K00795.01,2.77,4.600e-01,-1.500e-01,812.0,,,15.210000,7.500000,-7.500000,5653.00,166.00,-166.00,0.6790,0.1120,-0.0370,0.7670,0.0580,-0.0710
84,3114661,K00796.01,27.51,3.460e+00,-1.730e+00,1836.0,,,1.641000,0.538000,-0.538000,5255.00,156.00,-156.00,0.6360,0.0800,-0.0400,0.7090,0.0600,-0.0600
85,3115833,K00797.01,7.73,2.170e+00,-7.200e-01,812.0,,,12.776000,0.528000,-0.528000,5988.00,179.00,-197.00,0.8360,0.2340,-0.0780,0.8850,0.0990,-0.0990
86,4139816,K00812.02,1.96,1.300e-01,-1.600e-01,361.0,,,40.400000,12.600000,-12.600000,3950.00,70.00,-86.00,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
87,4139816,K00812.03,1.83,1.200e-01,-1.500e-01,273.0,,,76.670000,4.700000,-4.700000,3950.00,70.00,-86.00,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
88,8395660,K00116.04,1.31,2.000e-01,-1.300e-01,649.0,,,11.980000,5.900000,-5.900000,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
89,4139816,K00812.04,1.20,8.000e-02,-1.000e-01,494.0,,,20.200000,9.100000,-9.100000,3950.00,70.00,-86.00,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
90,4275191,K00813.01,7.34,1.530e+00,-6.500e-01,1005.0,,,12.290000,5.700000,-5.700000,5557.00,167.00,-167.00,0.7740,0.1610,-0.0690,0.8660,0.0820,-0.1000
91,4476123,K00814.01,2.32,3.800e-01,-1.600e-01,536.0,,,31.000000,10.400000,-10.400000,5395.00,160.00,-160.00,0.7340,0.1220,-0.0520,0.8210,0.0760,-0.0930
92,3351888,K00801.01,9.73,1.410e+00,-1.420e+00,1579.0,,,5.636400,0.045400,-0.045400,5539.00,83.00,-74.00,1.1060,0.1610,-0.1610,0.9350,0.0620,-0.0430
93,3453214,K00802.01,13.60,1.820e+00,-9.200e-01,643.0,,,77.900000,22.000000,-22.000000,5710.00,76.00,-85.00,0.9050,0.1210,-0.0610,0.9280,0.0520,-0.0580
94,3554600,K00803.01,17.47,4.120e+00,-1.650e+00,838.0,,,2.280000,1.100000,-1.100000,5657.00,152.00,-169.00,0.8240,0.1940,-0.0780,0.9190,0.0830,-0.1040
95,3641726,K00804.01,2.57,4.400e-01,-2.600e-01,757.0,,,22.570000,1.200000,-1.200000,5349.00,167.00,-167.00,0.8200,0.1410,-0.0820,0.8240,0.0960,-0.0780
96,3734868,K00805.01,13.28,3.640e+00,-2.410e+00,843.0,,,10.988000,0.604000,-0.604000,5627.00,169.00,-169.00,1.0240,0.2800,-0.1860,0.8740,0.1250,-0.0730
97,3832474,K00806.01,8.90,8.200e-01,-3.800e-01,308.0,,,125.800000,31.900000,-31.900000,5485.00,98.00,-120.00,0.8670,0.0790,-0.0370,0.9860,0.0350,-0.0820
98,8395660,K00116.03,0.79,1.300e-01,-8.000e-02,1021.0,,,11.190000,4.700000,-4.700000,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
99,3832474,K00806.02,12.19,1.110e+00,-5.200e-01,411.0,,,77.040000,5.800000,-5.800000,5485.00,98.00,-120.00,0.8670,0.0790,-0.0370,0.9860,0.0350,-0.0820
100,3832474,K00806.03,1.91,2.000e-01,-7.000e-02,524.0,,,44.200000,17.900000,-17.900000,5485.00,99.00,-112.00,0.8670,0.0920,-0.0340,0.9860,0.0280,-0.0790
101,3836375,K00807.01,25.69,7.440e+00,-2.330e+00,1470.0,,,1.971000,0.984000,-0.984000,5663.00,171.00,-188.00,0.9150,0.2650,-0.0830,1.0340,0.0890,-0.1220
102,3838486,K00808.01,1.70,1.000e-01,-1.500e-01,918.0,,,4.349000,0.252000,-0.252000,4667.00,140.00,-154.00,0.7310,0.0420,-0.0630,0.7370,0.0580,-0.0580
103,3935914,K00809.01,11.30,3.090e+00,-1.330e+00,1539.0,,,6.203000,0.412000,-0.412000,5934.00,160.00,-178.00,0.8930,0.2440,-0.1050,0.9010,0.1100,-0.0900
104,3940418,K00810.01,2.50,3.400e-01,-1.900e-01,886.0,,,16.102000,0.647000,-0.647000,5170.00,155.00,-155.00,0.8070,0.1110,-0.0600,0.8910,0.0530,-0.0840
105,4049131,K00811.01,3.41,2.800e-01,-3.100e-01,518.0,,,38.910000,5.500000,-5.500000,4905.00,148.00,-148.00,0.7610,0.0630,-0.0700,0.7390,0.0850,-0.0540
106,4139816,K00812.01,2.03,1.300e-01,-1.700e-01,656.0,,,12.400000,6.100000,-6.100000,3950.00,70.00,-86.00,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
107,5287983,K00828.01,30.26,9.570e+00,-3.190e+00,1326.0,,,3.320000,1.700000,-1.700000,5926.00,184.00,-226.00,0.9390,0.2970,-0.0990,1.0300,0.1240,-0.1380
108,5358241,K00829.01,3.12,4.700e-01,-2.800e-01,701.0,,,33.120000,2.300000,-2.300000,5775.00,78.00,-78.00,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620
109,10875245,K00117.02,1.70,8.000e-02,-5.000e-02,1262.0,,,7.780000,3.700000,-3.700000,5847.00,64.00,-75.00,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
110,5358241,K00829.02,2.76,4.300e-01,-2.400e-01,870.0,,,6.050000,3.000000,-3.000000,5775.00,78.00,-78.00,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620
111,5358241,K00829.03,4.02,6.200e-01,-3.600e-01,550.0,,,24.900000,12.400000,-12.400000,5775.00,78.00,-78.00,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620
112,5358624,K00830.01,11.58,9.000e-01,-4.800e-01,975.0,,,11.699000,0.218000,-0.218000,5150.00,82.00,-82.00,0.7930,0.0620,-0.0330,0.8550,0.0350,-0.0490
113,4544670,K00815.01,7.61,1.720e+00,-9.100e-01,511.0,,,49.310000,5.000000,-5.000000,5509.00,166.00,-166.00,0.8710,0.1960,-0.1050,0.8400,0.1110,-0.0740
114,4664847,K00816.01,5.52,1.700e+00,-5.600e-01,964.0,,,15.000000,4.100000,-4.100000,5973.00,169.00,-232.00,1.0850,0.3340,-0.1110,1.1810,0.1210,-0.1510
115,4725681,K00817.01,1.80,1.000e-01,-1.500e-01,329.0,,,45.200000,18.800000,-18.800000,3747.00,75.00,-83.00,0.5240,0.0300,-0.0440,0.5360,0.0350,-0.0390
116,4725681,K00817.02,1.82,1.000e-01,-1.500e-01,469.0,,,24.800000,12.100000,-12.100000,3747.00,75.00,-83.00,0.5240,0.0300,-0.0440,0.5360,0.0350,-0.0390
117,4913852,K00818.01,2.10,1.400e-01,-1.600e-01,460.0,,,23.580000,7.500000,-7.500000,3692.00,73.00,-83.00,0.5170,0.0350,-0.0390,0.5530,0.0270,-0.0440
118,4932348,K00819.01,27.50,5.280e+00,-2.270e+00,500.0,,,78.037000,0.655000,-0.655000,5575.00,166.00,-183.00,0.9320,0.1790,-0.0770,1.0510,0.0660,-0.1320
119,4936180,K00820.01,30.09,5.790e+00,-3.140e+00,1155.0,,,1.354000,0.242000,-0.242000,6463.00,205.00,-205.00,0.8260,0.1590,-0.0860,0.7860,0.0620,-0.0450
120,11913073,K00011.01,13.65,3.110e+00,-1.040e+00,1031.0,,,1.868000,0.888000,-0.888000,5514.00,149.00,-149.00,0.8260,0.1880,-0.0630,0.9260,0.0750,-0.1080
121,10875245,K00117.01,2.89,1.300e-01,-1.000e-01,874.0,,,18.560000,1.100000,-1.100000,5847.00,64.00,-75.00,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
122,5021899,K00821.01,3.38,9.100e-01,-4.900e-01,639.0,,,39.183000,0.644000,-0.644000,5601.00,166.00,-166.00,0.9990,0.2690,-0.1450,0.9340,0.1130,-0.0850
123,5077629,K00822.01,10.34,2.590e+00,-8.700e-01,814.0,,,15.534000,0.706000,-0.706000,5690.00,154.00,-172.00,0.7760,0.1950,-0.0650,0.8520,0.0890,-0.0890
124,5115978,K00823.01,72.77,2.771e+01,-8.600e+00,1947.0,,,2.891000,0.184000,-0.184000,6228.00,183.00,-219.00,0.9900,0.3770,-0.1170,0.9590,0.1210,-0.1110
125,5164255,K00824.01,11.01,4.400e-01,-8.200e-01,600.0,,,31.240000,6.900000,-6.900000,4986.00,79.00,-79.00,0.8330,0.0330,-0.0620,0.7930,0.0540,-0.0290
126,5252423,K00825.01,2.11,1.800e-01,-2.000e-01,687.0,,,20.090000,1.500000,-1.500000,4861.00,131.00,-146.00,0.7320,0.0620,-0.0680,0.7330,0.0750,-0.0610
127,5252423,K00825.02,1.46,1.200e-01,-1.400e-01,823.0,,,14.180000,2.900000,-2.900000,4861.00,131.00,-146.00,0.7320,0.0620,-0.0680,0.7330,0.0750,-0.0610
128,5272878,K00826.01,2.44,6.000e-01,-2.100e-01,914.0,,,14.460000,4.400000,-4.400000,5776.00,155.00,-155.00,0.8490,0.2120,-0.0710,0.9390,0.0980,-0.1090
129,5283542,K00827.01,3.86,1.320e+00,-4.400e-01,1047.0,,,6.530000,3.200000,-3.200000,6108.00,193.00,-214.00,0.9970,0.3410,-0.1140,1.0720,0.1530,-0.1530
130,5649215,K00839.01,26.25,6.900e+00,-2.470e+00,1261.0,,,1.749000,0.818000,-0.818000,5764.00,154.00,-171.00,0.8630,0.2270,-0.0810,0.9590,0.1030,-0.1240
131,5651104,K00840.01,8.99,8.000e-01,-9.900e-01,1021.0,,,10.410000,1.000000,-1.000000,5035.00,151.00,-151.00,0.7910,0.0710,-0.0870,0.7540,0.0950,-0.0550
132,5792202,K00841.01,5.00,4.900e-01,-1.800e-01,610.0,,,21.650000,9.100000,-9.100000,5251.00,105.00,-105.00,0.8170,0.0800,-0.0290,0.9260,0.0320,-0.0640
133,10875245,K00117.04,1.06,5.000e-02,-4.000e-02,1074.0,,,10.010000,5.000000,-5.000000,5847.00,64.00,-75.00,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
134,5792202,K00841.02,6.50,6.400e-01,-2.300e-01,481.0,,,33.190000,8.000000,-8.000000,5251.00,105.00,-105.00,0.8170,0.0800,-0.0290,0.9260,0.0320,-0.0640
135,5370302,K00831.01,12.28,3.560e+00,-1.190e+00,1104.0,,,6.856000,0.384000,-0.384000,5810.00,157.00,-175.00,0.8980,0.2600,-0.0870,0.9890,0.1160,-0.1160
136,5372966,K00832.01,17.61,4.050e+00,-1.870e+00,796.0,,,23.029000,0.266000,-0.266000,5670.00,169.00,-169.00,0.8210,0.1890,-0.0870,0.8200,0.1060,-0.0710
137,5376067,K00833.01,31.44,8.940e+00,-2.960e+00,1133.0,,,5.420000,2.700000,-2.700000,6046.00,182.00,-182.00,0.8690,0.2470,-0.0820,0.9530,0.1070,-0.1190
138,5436502,K00834.01,7.89,1.380e+00,-1.520e+00,731.0,,,23.142000,0.107000,-0.107000,5739.00,114.00,-103.00,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
139,5436502,K00834.02,3.06,5.400e-01,-5.800e-01,888.0,,,15.320000,0.566000,-0.566000,5739.00,114.00,-103.00,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
