loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2
5987,6468337,K01620.01,,FALSE POSITIVE,0,1,1,0.959853772,2.78e-06,-2.78e-06,131.85197,0.00249,-0.00249,2454964.852,0.00249,-0.00249,0.646,0.297,-0.429,1.9163,0.0783,-0.0783,,,,55.8,2.4,-2.4,27.1,6061.0,211.0,-211.0,1.653,0.421,-0.631
5989,10357040,K01634.01,,FALSE POSITIVE,0,0,0,46.882525,0.006215,-0.006215,174.9031,0.0311,-0.0311,2455007.903,0.0311,-0.0311,0.7285,0.0526,-0.5268,1.93,1.0,-1.0,,,,343.5,81.3,-81.3,4.9,6045.0,152.0,-191.0,0.955,0.343,-0.089
5990,10514429,K01614.01,,FALSE POSITIVE,0,0,0,20.7191626,0.0001866,-0.0001866,143.30626,0.0076,-0.0076,2454976.306,0.0076,-0.0076,0.016,0.442,-0.016,3.912,0.206,-0.206,,,,184.4,17.6,-17.6,8.9,5837.0,105.0,-105.0,1.366,0.21,-0.289
5992,8127607,K01919.01,,FALSE POSITIVE,0,1,1,16.60973843,9.462e-05,-9.462e-05,147.6085,0.0047,-0.0047,2454980.609,0.0047,-0.0047,1.0412,0.0121,-0.0896,4.515,0.267,-0.267,,,,667.8,36.3,-36.3,29.7,5238.0,169.0,-138.0,0.752,0.176,-0.055
5993,8129042,K01743.01,,FALSE POSITIVE,0,0,0,54.323118,0.00175,-0.00175,153.7774,0.0271,-0.0271,2454986.777,0.0271,-0.0271,0.9727,0.0059,-0.0075,25.863,0.929,-0.929,,,,538.0,36.7,-36.7,19.2,6988.0,217.0,-316.0,1.67,1.074,-0.341
5994,8180020,K01741.01,,FALSE POSITIVE,0,1,0,5.803127153,1.561e-06,-1.561e-06,136.101253,0.000239,-0.000239,2454969.101,0.000239,-0.000239,0.006,0.144,-0.006,4.9041,0.0114,-0.0114,,,,58570.0,107.0,-107.0,639.3,5533.0,182.0,-182.0,0.795,0.188,-0.063
5995,8223328,K01767.01,,FALSE POSITIVE,0,1,0,35.51619219,3.463e-05,-3.463e-05,165.930432,0.00077,-0.00077,2454998.93,0.00077,-0.00077,8.467,2.436,-1.627,2.5,0.0378,-0.0378,,,,10984.0,153.0,-153.0,85.4,5514.0,74.0,-83.0,0.871,0.098,-0.053
5996,8444552,K01769.01,,FALSE POSITIVE,0,1,0,0.589049151,3.3e-08,-3.3e-08,132.1792702,4.59e-05,-4.59e-05,2454965.179,4.59e-05,-4.59e-05,1.094,0.027,-0.027,2.25397,0.00275,-0.00275,,,,61953.0,62.1,-62.1,1227.6,5592.0,166.0,-150.0,0.771,0.119,-0.097
5997,6342333,K02065.01,Kepler-1789 b,CONFIRMED,0,0,0,80.2321467,0.0003914,-0.0003914,162.39301,0.00422,-0.00422,2454995.393,0.00422,-0.00422,0.911,0.024,-0.622,4.656,0.128,-0.128,,,,888.7,40.6,-40.6,24.9,5436.0,81.0,-81.0,0.888,0.104,-0.052
5999,6032517,K02070.01,,FALSE POSITIVE,0,0,1,1.791406261,2.71e-06,-2.71e-06,132.99503,0.00125,-0.00125,2454965.995,0.00125,-0.00125,1.008,0.682,-0.032,2.8159,0.0665,-0.0665,,,,345.5,7.2,-7.2,60.7,6092.0,165.0,-202.0,1.028,0.341,-0.114
6000,4768846,K02077.01,,FALSE POSITIVE,0,1,1,1.25483232,1.243e-05,-1.243e-05,132.18633,0.00806,-0.00806,2454965.186,0.00806,-0.00806,0.547,0.05,-0.45,2.67,0.297,-0.297,,,,117.6,13.7,-13.7,11.4,6168.0,170.0,-170.0,2.572,0.411,-0.958
6001,8260234,K02085.01,,FALSE POSITIVE,0,0,1,5.71483873,3.463e-05,-3.463e-05,132.13046,0.00535,-0.00535,2454965.13,0.00535,-0.00535,0.134,0.326,-0.134,2.748,0.148,-0.148,,,,286.2,17.9,-17.9,18.0,5193.0,155.0,-139.0,0.755,0.11,-0.08
6002,7210749,K07828.01,,FALSE POSITIVE,0,0,1,17.5859472,0.00029,-0.00029,138.7798,0.0157,-0.0157,2454971.78,0.0157,-0.0157,0.042,0.41,-0.041,3.815,0.402,-0.402,,,,509.5,70.7,-70.7,8.4,5780.0,,,1.0,,
6003,9282769,K03959.01,,FALSE POSITIVE,1,0,1,1.332567005,2.262e-06,-2.262e-06,132.0492,0.00142,-0.00142,2454965.049,0.00142,-0.00142,1.185,0.186,-0.117,6.3373,0.081,-0.081,,,,401.3,4.5,-4.5,110.6,6388.0,157.0,-189.0,1.223,0.377,-0.203
6004,10404582,K02147.02,Kepler-362 b,CONFIRMED,0,0,0,10.32736351,8.193e-05,-8.193e-05,139.37228,0.00606,-0.00606,2454972.372,0.00606,-0.00606,0.754,0.208,-0.511,1.889,0.195,-0.195,,,,126.9,15.3,-15.3,9.7,5757.0,78.0,-86.0,1.017,0.161,-0.08
6005,7777416,K03960.01,,FALSE POSITIVE,0,1,1,2.54557259,1.388e-05,-1.388e-05,132.69874,0.00414,-0.00414,2454965.699,0.00414,-0.00414,0.038,0.428,-0.038,5.636,0.156,-0.156,,,,529.0,16.6,-16.6,36.0,5718.0,169.0,-186.0,0.863,0.246,-0.082
6006,7597005,K03961.01,,FALSE POSITIVE,0,1,1,0.704541784,1.027e-06,-1.027e-06,132.18236,0.00107,-0.00107,2454965.182,0.00107,-0.00107,0.415,0.048,-0.415,1.0726,0.0486,-0.0486,,,,275.2,9.8,-9.8,38.4,6063.0,190.0,-232.0,1.012,0.318,-0.106
6007,5479717,K03962.01,,FALSE POSITIVE,0,1,1,0.697996932,4.3e-07,-4.3e-07,132.136059,0.000549,-0.000549,2454965.136,0.000549,-0.000549,1.244,0.132,-0.089,4.3323,0.0367,-0.0367,,,,9094.6,47.6,-47.6,244.1,5176.0,179.0,-179.0,0.695,0.097,-0.057
6008,3764714,K03963.01,,FALSE POSITIVE,1,0,0,6.63449721,2.585e-05,-2.585e-05,134.16545,0.00327,-0.00327,2454967.165,0.00327,-0.00327,1.246,0.525,-0.083,22.982,0.192,-0.192,,,,919.1,6.9,-6.9,160.1,6487.0,177.0,-177.0,2.817,0.451,-1.127
6009,11392618,K01623.01,,FALSE POSITIVE,0,0,1,110.9215892,0.0003585,-0.0003585,174.22374,0.00221,-0.00221,2455007.224,0.00221,-0.00221,0.905,0.024,-0.638,5.282,0.113,-0.113,,,,498.0,11.9,-11.9,48.2,5725.0,104.0,-104.0,1.384,0.206,-0.309
6010,4474645,K01657.01,,FALSE POSITIVE,0,1,1,3.88673217,2.038e-05,-2.038e-05,136.94489,0.00432,-0.00432,2454969.945,0.00432,-0.00432,1.223,0.304,-0.072,20.491,0.409,-0.409,,,,761.7,8.5,-8.5,119.0,5798.0,157.0,-157.0,0.767,0.189,-0.063
6011,4570949,K01658.01,Kepler-76 b,CONFIRMED,0,1,0,1.544928892,6.3e-08,-6.3e-08,133.5487914,3.33e-05,-3.33e-05,2454966.549,3.33e-05,-3.33e-05,0.918,0.003,-0.003,1.43586,0.00557,-0.00557,,,,5817.3,9.1,-9.1,1109.7,6309.0,114.0,-126.0,1.412,0.254,-0.254
6012,4927315,K01663.01,,FALSE POSITIVE,0,1,1,11.76921923,4.015e-05,-4.015e-05,138.41222,0.00284,-0.00284,2454971.412,0.00284,-0.00284,0.964,0.005,-0.685,3.219,0.155,-0.155,,,,519.3,21.3,-21.3,27.4,6215.0,172.0,-237.0,1.052,0.332,-0.133
6013,4928119,K01664.01,,FALSE POSITIVE,0,1,0,44.638983058,9.631e-06,-9.631e-06,156.45087,0.00019,-0.00019,2454989.451,0.00019,-0.00019,1.173,0.096,-0.058,3.04001,0.00805,-0.00805,,,,36830.0,89.2,-89.2,488.5,6197.0,194.0,-259.0,1.035,0.349,-0.116
6015,10861608,K03118.01,,FALSE POSITIVE,0,0,0,174.95980475,,,151.16448,,,2454984.164,,,,,,5.23,,,,,,,,,,,,,,,
6016,10934313,K03121.01,,FALSE POSITIVE,1,0,1,1.926888595,8.421e-06,-8.421e-06,131.63323,0.00395,-0.00395,2454964.633,0.00395,-0.00395,0.589,0.386,-0.389,1.235,0.175,-0.175,,,,130.0,15.7,-15.7,11.7,6268.0,173.0,-239.0,1.1,0.384,-0.128
6017,11497958,K01422.05,Kepler-296 e,CONFIRMED,0,0,0,34.1420506,0.0002289,-0.0002289,136.03624,0.00559,-0.00559,2454969.036,0.00559,-0.00559,0.105,0.334,-0.105,2.945,0.179,-0.179,,,,788.0,63.1,-63.1,13.3,3526.0,71.0,-78.0,0.383,0.048,-0.058
6018,7516809,K03133.01,,FALSE POSITIVE,0,0,0,0.241842544,3.27e-07,-3.27e-07,131.86819,0.00111,-0.00111,2454964.868,0.00111,-0.00111,0.3064,0.149,-0.3063,0.7257,0.0513,-0.0513,,,,203.3,10.5,-10.5,29.3,5834.0,152.0,-161.0,0.797,0.272,-0.061
6019,6115516,K03134.01,,FALSE POSITIVE,0,0,1,0.865759153,2.341e-06,-2.341e-06,131.57771,0.00229,-0.00229,2454964.578,0.00229,-0.00229,0.38,0.076,-0.38,0.8408,0.0737,-0.0737,,,,191.6,13.5,-13.5,18.7,6249.0,196.0,-261.0,1.076,0.362,-0.129
6021,6444896,K03138.01,Kepler-1649 b,CONFIRMED,0,0,0,8.68910764,3.364e-05,-3.364e-05,133.23559,0.00388,-0.00388,2454966.236,0.00388,-0.00388,0.049,0.417,-0.049,1.1627,0.0951,-0.0951,,,,1679.0,134.0,-134.0,9.6,2703.0,0.0,0.0,0.118,0.0,0.0
6022,5640511,K03139.01,,FALSE POSITIVE,0,0,0,0.63624396,,,131.968841,,,2454964.969,,,,,,4.0,,,,,,,,,,,,,,,
6023,7336093,K03143.01,,FALSE POSITIVE,0,0,0,4.4040248,,,134.00341,,,2454967.003,,,,,,2.41,,,,,,,,,,,,,,,
6024,10196493,K03149.01,,FALSE POSITIVE,0,0,0,9.81101738,,,134.18676,,,2454967.187,,,,,,2.09,,,,,,,,,,,,,,,
6025,11442793,K00351.05,Kepler-90 c,CONFIRMED,0,0,0,8.71980135,2.988e-05,-2.988e-05,139.52134,0.00269,-0.00269,2454972.521,0.00269,-0.00269,0.343,0.085,-0.343,3.7454,0.074,-0.074,,,,160.4,7.4,-7.4,22.7,5970.0,107.0,-131.0,1.2,0.195,-0.16
6026,11442793,K00351.06,Kepler-90 b,CONFIRMED,0,0,0,7.00821787,4.701e-05,-4.701e-05,137.67164,0.00526,-0.00526,2454970.672,0.00526,-0.00526,0.156,0.312,-0.156,3.812,0.181,-0.181,,,,116.4,6.7,-6.7,19.2,5970.0,107.0,-131.0,1.2,0.195,-0.16
6027,7812455,K02881.01,,FALSE POSITIVE,0,1,1,0.903583394,2.96e-07,-2.96e-07,131.877566,0.000272,-0.000272,2454964.878,0.000272,-0.000272,1.242,2.752,-0.023,1.5942,0.0167,-0.0167,,,,1027.1,8.5,-8.5,151.7,6455.0,154.0,-193.0,1.101,0.338,-0.121
6028,9520443,K02893.01,,FALSE POSITIVE,0,1,1,0.99014722,1.987e-06,-1.987e-06,132.02928,0.00146,-0.00146,2454965.029,0.00146,-0.00146,0.329,0.121,-0.329,0.9394,0.0593,-0.0593,,,,321.1,18.7,-18.7,23.0,5072.0,153.0,-153.0,0.747,0.096,-0.052
6029,10601465,K02902.01,,FALSE POSITIVE,0,0,0,138.61227705,,,170.98026,,,2455003.98,,,,,,13.79,,,,,,,,,,,,,,,
6030,7461307,K02909.01,,FALSE POSITIVE,0,1,1,0.77359329,2.718e-06,-2.718e-06,132.09232,0.00294,-0.00294,2454965.092,0.00294,-0.00294,0.388,0.103,-0.388,1.7603,0.0952,-0.0952,,,,80.6,4.5,-4.5,21.7,5747.0,156.0,-173.0,0.907,0.273,-0.091
6031,7269881,K02916.01,,FALSE POSITIVE,0,1,0,0.306937807,3.33e-07,-3.33e-07,131.635518,0.0009,-0.0009,2454964.636,0.0009,-0.0009,0.005,0.45,-0.005,0.5925,0.0394,-0.0394,,,,119.2,5.1,-5.1,29.3,5088.0,153.0,-138.0,0.741,0.081,-0.066
6033,10964265,K02934.01,,FALSE POSITIVE,0,0,1,0.637487312,1.48e-06,-1.48e-06,131.97829,0.00203,-0.00203,2454964.978,0.00203,-0.00203,0.81,0.167,-0.575,1.9626,0.0876,-0.0876,,,,211.3,10.4,-10.4,25.0,6173.0,166.0,-203.0,1.083,0.342,-0.147
6034,8672910,K00918.02,,FALSE POSITIVE,0,0,0,5.71489488,1.377e-05,-1.377e-05,134.87432,0.00199,-0.00199,2454967.874,0.00199,-0.00199,0.0125,0.4255,-0.0124,2.0705,0.0547,-0.0547,,,,292.5,15.3,-15.3,21.2,5552.0,166.0,-145.0,0.833,0.353,-0.064
6035,3233043,K00966.02,,FALSE POSITIVE,0,0,0,7.76967007,,,133.0900444,,,2454966.09,,,,,,4.74,,,,,,,,,,,,,,,
6036,7269493,K01961.02,,FALSE POSITIVE,0,0,0,76.642481,0.002406,-0.002406,143.224,0.0308,-0.0308,2454976.224,0.0308,-0.0308,0.1653,0.2716,-0.1653,5.476,0.807,-0.807,,,,64.5,10.2,-10.2,7.6,5537.0,169.0,-140.0,1.714,1.049,-0.719
6038,8753896,K02473.02,,FALSE POSITIVE,0,0,0,73.45736853,,,373.2353172,,,2455206.235,,,,,,5.28,,,,,,,,,,,,,,,
6039,11074835,K02533.02,,FALSE POSITIVE,0,0,0,9.49361221,,,136.1777807,,,2454969.178,,,,,,6.52,,,,,,,,,,,,,,,
6040,10812504,K02570.02,,FALSE POSITIVE,0,0,0,4.4296786,,,133.1491002,,,2454966.149,,,,,,1.96,,,,,,,,,,,,,,,
6041,9827149,K02586.02,,FALSE POSITIVE,0,0,0,5.9703813,0.0001085,-0.0001085,356.5416,0.0111,-0.0111,2455189.542,0.0111,-0.0111,0.8826,0.0472,-0.619,0.669,0.361,-0.361,,,,210.3,35.9,-35.9,5.5,5825.0,175.0,-210.0,0.965,0.455,-0.075
6043,7584650,K02631.02,,FALSE POSITIVE,0,0,0,3.95383243,,,133.4182993,,,2454966.418,,,,,,2.37,,,,,,,,,,,,,,,
6044,9758089,K01871.02,Kepler-1996 b,CONFIRMED,0,0,0,32.376183,0.0001311,-0.0001311,150.41557,0.00311,-0.00311,2454983.416,0.00311,-0.00311,0.896,0.009,-0.61,4.4639,0.0792,-0.0792,,,,745.4,24.1,-24.1,34.2,4580.0,92.0,-92.0,0.675,0.046,-0.021
6045,10005758,K01783.02,Kepler-1662 c,CONFIRMED,0,0,0,284.063137,0.001795,-0.001795,200.83619,0.00336,-0.00336,2455033.836,0.00336,-0.00336,0.888,0.065,-0.015,8.297,0.55,-0.55,,,,1628.1,49.6,-49.6,53.5,5791.0,117.0,-105.0,1.336,0.209,-0.256
6046,9823564,K02940.01,,FALSE POSITIVE,0,0,0,129.68366098,,,244.8914,,,2455077.891,,,,,,7.86,,,,,,,,,,,,,,,
6047,9532424,K02941.01,,FALSE POSITIVE,0,0,1,4.30908594,1.554e-05,-1.554e-05,134.70804,0.00287,-0.00287,2454967.708,0.00287,-0.00287,0.871,0.065,-0.635,1.52,0.103,-0.103,,,,160.8,11.8,-11.8,17.0,5754.0,156.0,-173.0,1.097,0.298,-0.199
6048,9950316,K02947.01,,FALSE POSITIVE,0,0,0,57.104588,0.004154,-0.004154,151.083,0.0389,-0.0389,2454984.083,0.0389,-0.0389,0.087,0.3753,-0.0869,11.5,1.6,-1.6,,,,144.3,18.8,-18.8,9.3,5637.0,147.0,-147.0,0.821,0.265,-0.067
6049,6028860,K02950.01,,FALSE POSITIVE,0,1,0,0.422015793,6e-08,-6e-08,131.747838,0.000122,-0.000122,2454964.748,0.000122,-0.000122,1.017,0.074,-0.029,1.23416,0.00977,-0.00977,,,,1291.9,5.7,-5.7,304.4,5614.0,152.0,-152.0,0.777,0.182,-0.061
6050,6778019,K02953.01,,FALSE POSITIVE,0,1,1,0.945825494,3.275e-06,-3.275e-06,131.62223,0.00291,-0.00291,2454964.622,0.00291,-0.00291,0.522,0.0,-0.474,1.8496,0.0879,-0.0879,,,,104.7,5.6,-5.6,22.1,6116.0,169.0,-232.0,1.084,0.355,-0.118
6051,4571536,K02954.01,,FALSE POSITIVE,0,1,0,0.676715927,2.116e-06,-2.116e-06,131.7606,0.00263,-0.00263,2454964.761,0.00263,-0.00263,0.652,0.048,-0.48,0.63,0.106,-0.106,,,,264.5,24.5,-24.5,14.5,5334.0,204.0,-185.0,0.733,0.1,-0.072
6053,3336283,K02974.01,,FALSE POSITIVE,1,0,1,0.576441813,2.5e-06,-2.5e-06,131.68331,0.00306,-0.00306,2454964.683,0.00306,-0.00306,0.061,0.426,-0.0608,2.027,0.102,-0.102,,,,60.8,3.6,-3.6,21.2,6459.0,164.0,-213.0,1.038,0.447,-0.107
6054,5695904,K02983.01,,FALSE POSITIVE,0,1,1,0.423854275,5.69e-07,-5.69e-07,132.19107,0.00114,-0.00114,2454965.191,0.00114,-0.00114,0.449,0.022,-0.448,1.0198,0.0448,-0.0448,,,,235.3,8.5,-8.5,33.3,3553.0,56.0,-64.0,0.368,0.036,-0.04
6055,1725415,K02988.01,,FALSE POSITIVE,0,0,0,2.43731228,,,132.06982,,,2454965.07,,,,,,1.89,,,,,,,,,,,,,,,
6056,11304987,K02993.01,,FALSE POSITIVE,0,1,1,0.692693892,2.06e-07,-2.06e-07,131.804922,0.000249,-0.000249,2454964.805,0.000249,-0.000249,1.265,1.218,-0.172,1.2804,0.0125,-0.0125,,,,1433.7,8.1,-8.1,146.7,5907.0,176.0,-211.0,0.964,0.312,-0.104
6057,11709423,K03001.01,,FALSE POSITIVE,0,1,1,0.768934934,6.06e-07,-6.06e-07,131.740302,0.000776,-0.000776,2454964.74,0.000776,-0.000776,0.989,0.103,-0.597,1.216,0.153,-0.153,,,,846.8,23.6,-23.6,58.9,5390.0,206.0,-187.0,0.777,0.12,-0.087
6058,8758136,K03006.01,,FALSE POSITIVE,0,0,1,0.998212785,7.724e-06,-7.724e-06,131.81898,0.00747,-0.00747,2454964.819,0.00747,-0.00747,0.436,0.097,-0.436,2.489,0.214,-0.214,,,,118.8,8.2,-8.2,18.8,6072.0,189.0,-232.0,0.988,0.33,-0.11
6059,12405333,K03009.01,Kepler-1409 b,CONFIRMED,0,0,0,0.764863517,3.289e-06,-3.289e-06,132.13343,0.00329,-0.00329,2454965.133,0.00329,-0.00329,0.235,0.234,-0.235,1.16,0.13,-0.13,,,,150.2,14.2,-14.2,13.6,5231.0,174.0,-142.0,0.86,0.12,-0.109
6060,10617638,K03016.01,,FALSE POSITIVE,0,0,1,0.710894157,1.822e-06,-1.822e-06,132.05192,0.00222,-0.00222,2454965.052,0.00222,-0.00222,0.134,0.318,-0.133,1.0183,0.0792,-0.0792,,,,122.6,8.5,-8.5,18.9,5862.0,156.0,-191.0,1.049,0.315,-0.135
6061,12833566,K03024.01,,FALSE POSITIVE,0,0,0,0.537839241,4.016e-06,-4.016e-06,131.58521,0.00568,-0.00568,2454964.585,0.00568,-0.00568,0.2589,0.2191,-0.2588,2.169,0.207,-0.207,,,,23.5,2.3,-2.3,12.4,6456.0,190.0,-232.0,3.03,0.699,-1.423
6062,9153554,K03044.01,,FALSE POSITIVE,0,0,1,0.373684977,2.77e-07,-2.77e-07,131.963342,0.000672,-0.000672,2454964.963,0.000672,-0.000672,0.86,0.091,-0.606,0.9621,0.0322,-0.0322,,,,456.8,11.6,-11.6,53.8,5970.0,167.0,-188.0,0.908,0.293,-0.098
6063,8161830,K03046.01,,FALSE POSITIVE,0,0,0,1.10118564,,,132.61692,,,2454965.617,,,,,,5.2,,,,,,,,,,,,,,,
6064,6461850,K03054.01,,FALSE POSITIVE,0,1,1,0.544962596,1.825e-06,-1.825e-06,131.52348,0.00306,-0.00306,2454964.523,0.00306,-0.00306,0.459,0.004,-0.459,1.085,0.0944,-0.0944,,,,247.9,18.1,-18.1,18.3,5257.0,182.0,-182.0,0.639,0.083,-0.038
6065,7613246,K03062.01,,FALSE POSITIVE,0,0,1,0.769127296,2.344e-06,-2.344e-06,131.56425,0.00236,-0.00236,2454964.564,0.00236,-0.00236,0.067,0.402,-0.067,0.998,0.0845,-0.0845,,,,114.6,9.5,-9.5,17.0,6024.0,179.0,-179.0,0.831,0.236,-0.059
6066,11551715,K03076.01,,FALSE POSITIVE,0,0,0,225.56791218,,,262.51086,,,2455095.511,,,,,,6.31,,,,,,,,,,,,,,,
6067,2715695,K03077.01,Kepler-1899 b,CONFIRMED,0,0,0,4.09578199,2.002e-05,-2.002e-05,131.61992,0.00429,-0.00429,2454964.62,0.00429,-0.00429,0.752,0.029,-0.539,1.704,0.12,-0.12,,,,405.5,37.4,-37.4,11.9,4791.0,143.0,-129.0,0.742,0.054,-0.059
6068,11442793,K00351.04,Kepler-90 e,CONFIRMED,0,0,0,91.9401253,0.0005466,-0.0005466,134.3,0.00473,-0.00473,2454967.3,0.00473,-0.00473,0.025,0.403,-0.025,9.195,0.138,-0.138,,,,482.9,14.2,-14.2,34.4,5970.0,107.0,-131.0,1.2,0.195,-0.16
6069,6312171,K03079.01,,FALSE POSITIVE,0,0,0,92.57337995,,,171.1309675,,,2455004.131,,,,,,8.45,,,,,,,,,,,,,,,
6070,10665043,K03080.01,,FALSE POSITIVE,0,0,0,185.0097245,,,307.67922,,,2455140.679,,,,,,17.96,,,,,,,,,,,,,,,
6071,12352520,K03094.01,Kepler-1904 b,CONFIRMED,0,0,0,4.5770016,1.039e-05,-1.039e-05,132.09921,0.00177,-0.00177,2454965.099,0.00177,-0.00177,0.327,0.131,-0.327,0.949,0.0769,-0.0769,,,,710.0,53.3,-53.3,18.0,3805.0,61.0,-76.0,0.497,0.028,-0.028
6072,7455981,K03096.01,Kepler-1425 b,CONFIRMED,0,0,0,14.4540329,0.0001784,-0.0001784,135.4521,0.0119,-0.0119,2454968.452,0.0119,-0.0119,0.522,0.021,-0.45,7.183,0.434,-0.434,,,,79.7,5.6,-5.6,17.2,5559.0,165.0,-148.0,0.79,0.136,-0.099
6073,7107561,K03100.01,,FALSE POSITIVE,0,1,1,0.812587678,2.006e-06,-2.006e-06,131.56261,0.00188,-0.00188,2454964.563,0.00188,-0.00188,0.515,0.42,-0.31,1.1144,0.0634,-0.0634,,,,62.9,3.6,-3.6,21.7,6143.0,167.0,-186.0,1.877,0.383,-0.575
6075,11237332,K03103.01,,FALSE POSITIVE,0,0,0,19.3073774,0.0008264,-0.0008264,139.1411,0.0208,-0.0208,2454972.141,0.0208,-0.0208,0.0275,0.4653,-0.0274,3.437,0.989,-0.989,,,,31.7,7.1,-7.1,6.6,6131.0,202.0,-190.0,2.142,0.893,-1.017
6076,8669092,K00068.01,,FALSE POSITIVE,1,0,0,1.000840564,6.44e-07,-6.44e-07,121.293771,0.000561,-0.000561,2454954.294,0.000561,-0.000561,1.165,8.618,-0.184,1.3292,0.0318,-0.0318,,,,2714.4,48.0,-48.0,73.2,6287.0,170.0,-189.0,3.177,0.588,-1.372
6077,5474613,K01599.02,Kepler-1659 b,CONFIRMED,0,0,0,13.6164547,0.0001053,-0.0001053,140.93263,0.0068,-0.0068,2454973.933,0.0068,-0.0068,1.19,7.244,-0.461,5.175,0.339,-0.339,,,,376.1,20.9,-20.9,22.6,5823.0,158.0,-193.0,0.972,0.291,-0.104
6078,9823519,K02793.02,Kepler-1350 c,CONFIRMED,0,0,0,1.766789509,6.768e-06,-6.768e-06,133.08336,0.0045,-0.0045,2454966.083,0.0045,-0.0045,0.066,0.387,-0.065,1.3345,0.0577,-0.0577,,,,1009.8,44.0,-44.0,26.7,3698.0,66.0,-73.0,0.444,0.043,-0.053
6080,10587105,K00339.03,Kepler-529 d,CONFIRMED,0,0,0,35.8656484,0.0003421,-0.0003421,135.92374,0.00793,-0.00793,2454968.924,0.00793,-0.00793,0.963,0.008,-0.719,8.035,0.268,-0.268,,,,250.9,9.9,-9.9,26.2,6078.0,121.0,-133.0,1.189,0.197,-0.178
6081,8558011,K00577.02,Kepler-607 b,CONFIRMED,0,0,0,0.638162933,1.922e-06,-1.922e-06,131.74826,0.00256,-0.00256,2454964.748,0.00256,-0.00256,0.092,0.376,-0.092,1.2313,0.0892,-0.0892,,,,109.7,7.8,-7.8,17.6,5244.0,203.0,-184.0,0.888,0.197,-0.131
6082,7885494,K07854.01,,FALSE POSITIVE,0,1,1,1.72929014,3.821e-05,-3.821e-05,132.5562,0.0178,-0.0178,2454965.556,0.0178,-0.0178,0.089,0.371,-0.089,3.609,0.504,-0.504,,,,84.5,9.8,-9.8,9.6,5910.0,176.0,-193.0,0.94,0.268,-0.089
6083,5281714,K05148.01,,FALSE POSITIVE,1,0,0,40.301684,0.0003891,-0.0003891,166.83148,0.00743,-0.00743,2454999.831,0.00743,-0.00743,0.5721,0.0253,-0.5043,1.398,0.288,-0.288,,,,374.8,70.0,-70.0,6.6,6429.0,180.0,-311.0,1.177,0.717,-0.156
6085,5289857,K05150.01,,FALSE POSITIVE,0,0,1,26.524553,0.0002533,-0.0002533,156.16784,0.0075,-0.0075,2454989.168,0.0075,-0.0075,0.218,0.257,-0.218,2.359,0.253,-0.253,,,,174.5,20.1,-20.1,10.2,4995.0,149.0,-149.0,1.703,1.076,-0.88
6086,5303185,K05151.01,,FALSE POSITIVE,1,0,0,26.1537851,0.0004723,-0.0004723,145.2879,0.0131,-0.0131,2454978.288,0.0131,-0.0131,0.2437,0.2311,-0.2437,1.802,0.359,-0.359,,,,228.6,45.8,-45.8,6.2,6091.0,156.0,-197.0,0.967,0.388,-0.087
6087,5308777,K05152.01,,FALSE POSITIVE,0,0,1,0.944598153,3.196e-06,-3.196e-06,132.2327,0.0032,-0.0032,2454965.233,0.0032,-0.0032,1.012,0.359,-0.024,4.018,0.148,-0.148,,,,200.9,7.0,-7.0,35.3,4877.0,66.0,-124.0,9.214,1.28,-2.08
6088,5364090,K05153.01,,FALSE POSITIVE,1,0,0,354.63284,0.01025,-0.01025,178.4349,0.0137,-0.0137,2455011.435,0.0137,-0.0137,0.3134,0.1707,-0.3134,2.227,0.914,-0.914,,,,280.9,58.2,-58.2,6.5,4206.0,123.0,-139.0,0.535,0.045,-0.06
6089,5370944,K05154.01,,FALSE POSITIVE,1,0,0,35.40103336,,,135.1605852,,,2454968.161,,,,,,1.75,,,,,,,,,,,,,,,
6091,6364143,K05272.01,,FALSE POSITIVE,1,0,1,5.2433865,0.0001786,-0.0001786,132.786,0.0298,-0.0298,2454965.786,0.0298,-0.0298,0.489,0.044,-0.449,12.472,0.59,-0.59,,,,65.4,4.0,-4.0,19.2,6011.0,162.0,-180.0,0.902,0.277,-0.092
6092,6364307,K05273.01,,FALSE POSITIVE,0,0,1,5.2435703,0.0001025,-0.0001025,132.7496,0.0194,-0.0194,2454965.75,0.0194,-0.0194,1.145,0.741,-0.118,15.864,0.729,-0.729,,,,228.5,10.8,-10.8,25.1,5558.0,166.0,-166.0,0.722,0.136,-0.054
6096,6369548,K05277.01,,FALSE POSITIVE,1,0,0,634.84739,0.01429,-0.01429,248.0735,0.0195,-0.0195,2455081.073,0.0195,-0.0195,0.565,0.0229,-0.4681,16.186,0.725,-0.725,,,,542.6,44.6,-44.6,15.7,5048.0,74.0,-218.0,8.611,0.46,-2.407
