loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2
6397,3532510,K04985.01,,FALSE POSITIVE,1,0,0,106.779168,0.001192,-0.001192,146.11456,0.00812,-0.00812,2454979.115,0.00812,-0.00812,0.0246,0.4301,-0.0246,1.905,0.343,-0.343,,,,163.0,28.3,-28.3,6.3,7158.0,210.0,-281.0,1.494,0.957,-0.267
6399,3542117,K04987.01,,FALSE POSITIVE,0,0,1,12.5748872,0.0002383,-0.0002383,143.1278,0.0134,-0.0134,2454976.128,0.0134,-0.0134,0.035,0.432,-0.035,3.549,0.362,-0.362,,,,731.0,103.0,-103.0,7.8,3552.0,57.0,-71.0,0.387,0.04,-0.044
6400,3542928,K04988.01,,FALSE POSITIVE,1,0,0,484.172005,0.008306,-0.008306,545.2208,0.0103,-0.0103,2455378.221,0.0103,-0.0103,0.3737,0.0926,-0.3734,4.566,0.49,-0.49,,,,518.2,55.6,-55.6,11.3,5858.0,168.0,-218.0,1.04,0.483,-0.101
6401,3545749,K04989.01,,FALSE POSITIVE,1,0,1,277.77499,0.03693,-0.03693,351.829,0.108,-0.108,2455184.829,0.108,-0.108,0.6035,0.0434,-0.4867,7.07,1.1,-1.1,,,,1078.0,185.0,-185.0,9.2,4949.0,191.0,-155.0,0.73,0.104,-0.071
6402,3546821,K04990.01,,FALSE POSITIVE,1,0,0,561.08191,0.04662,-0.04662,133.5178,0.0574,-0.0574,2454966.518,0.0574,-0.0574,0.4298,0.042,-0.4293,14.94,7.3,-7.3,,,,229.1,46.3,-46.3,9.8,6014.0,148.0,-177.0,1.258,0.675,-0.233
6404,4946581,K05109.01,,FALSE POSITIVE,0,1,0,28.615014,0.001873,-0.001873,147.7816,0.0484,-0.0484,2454980.782,0.0484,-0.0484,0.505,0.477,-0.301,24.74,2.1,-2.1,,,,70.5,6.2,-6.2,13.5,5562.0,88.0,-77.0,1.987,0.321,-0.55
6406,4996558,K05111.01,,FALSE POSITIVE,0,1,1,3.017155419,5.322e-06,-5.322e-06,133.68607,0.00141,-0.00141,2454966.686,0.00141,-0.00141,1.231,0.241,-0.045,13.3898,0.0884,-0.0884,,,,1381.8,7.9,-7.9,223.5,5893.0,178.0,-195.0,1.302,0.343,-0.382
6407,5006817,K05112.01,,FALSE POSITIVE,1,0,0,94.818136,,,186.3262,,,2455019.326,,,,,,83.31,,,,,,,,,,,,,,,
6408,5008775,K05113.01,,FALSE POSITIVE,1,0,0,52.6727624,0.0007862,-0.0007862,178.5395,0.0114,-0.0114,2455011.539,0.0114,-0.0114,0.1764,0.2765,-0.1763,3.039,0.362,-0.362,,,,248.0,41.8,-41.8,6.7,6184.0,168.0,-197.0,1.038,0.473,-0.088
6409,5015027,K05114.01,,FALSE POSITIVE,1,0,0,34.4886903,0.0003847,-0.0003847,137.00685,0.00988,-0.00988,2454970.007,0.00988,-0.00988,0.5544,0.0531,-0.4832,1.22,0.322,-0.322,,,,59.9,16.1,-16.1,6.3,5629.0,151.0,-134.0,0.886,0.359,-0.089
6410,5016163,K05115.01,,FALSE POSITIVE,0,1,0,2.6228301,9.2e-08,-9.2e-08,131.8572135,2.85e-05,-2.85e-05,2454964.857,2.85e-05,-2.85e-05,0.488,0.002,-0.002,7.29719,0.00177,-0.00177,,,,409710.0,95.0,-95.0,5312.7,6233.0,175.0,-241.0,0.988,0.305,-0.122
6411,5024476,K05116.01,,FALSE POSITIVE,1,0,0,222.068928,0.003325,-0.003325,290.58724,0.00891,-0.00891,2455123.587,0.00891,-0.00891,0.1522,0.3619,-0.1522,1.938,0.341,-0.341,,,,643.0,168.0,-168.0,6.7,5221.0,154.0,-332.0,12.042,0.419,-3.766
6412,6058896,K05233.01,,FALSE POSITIVE,1,0,1,0.56493398,2.47e-07,-2.47e-07,131.787277,0.000374,-0.000374,2454964.787,0.000374,-0.000374,1.26,0.429,-0.168,2.4385,0.0207,-0.0207,,,,2067.0,14.6,-14.6,166.0,5808.0,174.0,-174.0,0.898,0.226,-0.169
6413,6062298,K05234.01,,FALSE POSITIVE,1,0,1,246.12174,0.01673,-0.01673,301.8089,0.046,-0.046,2455134.809,0.046,-0.046,67.193,33.76,-2.762,18.0,2.6,-2.6,,,,6847.0,988.0,-988.0,9.2,5780.0,,,1.0,,
6414,6065010,K05235.01,,FALSE POSITIVE,1,0,0,159.05846,0.01275,-0.01275,209.213,0.0434,-0.0434,2455042.213,0.0434,-0.0434,0.7004,0.0138,-0.5359,10.08,2.4,-2.4,,,,194.3,34.0,-34.0,6.3,6365.0,158.0,-197.0,1.033,0.43,-0.113
6417,6116605,K05238.01,,FALSE POSITIVE,1,0,0,419.21314,0.0192,-0.0192,164.0745,0.0431,-0.0431,2454997.075,0.0431,-0.0431,0.9597,0.0135,-0.6675,6.385,0.78,-0.78,,,,2084.0,218.0,-218.0,9.6,5780.0,,,1.0,,
6418,6118840,K05239.01,,FALSE POSITIVE,1,0,0,350.98474,0.04173,-0.04173,164.2084,0.0589,-0.0589,2454997.208,0.0589,-0.0589,0.0886,0.3642,-0.0885,14.49,1.6,-1.6,,,,600.0,73.2,-73.2,10.8,5473.0,175.0,-143.0,0.816,0.329,-0.071
6419,6129632,K05240.01,,FALSE POSITIVE,1,0,0,298.4688,0.003751,-0.003751,303.902,0.0096,-0.0096,2455136.902,0.0096,-0.0096,0.1765,0.2832,-0.1762,3.748,0.304,-0.304,,,,315.4,33.0,-33.0,10.6,5189.0,78.0,-170.0,6.491,0.452,-1.776
6421,3554819,K04993.01,,FALSE POSITIVE,1,0,0,43.22793081,,,144.4486525,,,2454977.449,,,,,,1.39,,,,,,,,,,,,,,,
6422,3555178,K04994.01,,FALSE POSITIVE,1,0,0,528.10984,0.05238,-0.05238,155.1493,0.0482,-0.0482,2454988.149,0.0482,-0.0482,0.2535,0.1815,-0.2533,18.01,1.8,-1.8,,,,89.8,12.1,-12.1,8.4,5618.0,152.0,-134.0,0.811,0.335,-0.063
6423,3632330,K04995.01,,FALSE POSITIVE,1,0,0,63.12379762,,,147.195046,,,2454980.195,,,,,,1.87,,,,,,,,,,,,,,,
6424,3641216,K04996.01,,FALSE POSITIVE,1,0,0,358.54455552,,,376.8056254,,,2455209.806,,,,,,11.46,,,,,,,,,,,,,,,
6425,3644399,K04997.01,,FALSE POSITIVE,1,0,0,119.669671,0.006829,-0.006829,176.1667,0.0556,-0.0556,2455009.167,0.0556,-0.0556,0.332,0.141,-0.332,20.67,1.2,-1.2,,,,421.9,32.6,-32.6,14.2,6382.0,169.0,-226.0,1.059,0.305,-0.122
6426,3644649,K04998.01,,FALSE POSITIVE,1,0,0,598.31791,0.04373,-0.04373,295.9314,0.0527,-0.0527,2455128.931,0.0527,-0.0527,0.5712,0.3891,-0.356,16.07,2.1,-2.1,,,,283.2,44.1,-44.1,8.3,5216.0,162.0,-132.0,0.735,0.124,-0.057
6428,5032842,K05118.01,,FALSE POSITIVE,1,0,0,18.40783671,,,139.3507372,,,2454972.351,,,,,,1.55,,,,,,,,,,,,,,,
6430,5037742,K05120.01,,FALSE POSITIVE,0,1,0,250.4858,0.02284,-0.02284,183.25,0.0585,-0.0585,2455016.25,0.0585,-0.0585,0.3157,0.1689,-0.3157,12.72,1.6,-1.6,,,,674.6,99.6,-99.6,13.2,5377.0,181.0,-154.0,0.814,0.266,-0.057
6431,5039053,K05121.01,,FALSE POSITIVE,1,0,0,401.38712,0.01471,-0.01471,328.5916,0.0348,-0.0348,2455161.592,0.0348,-0.0348,0.666,0.276,-0.456,32.21,1.1,-1.1,,,,166.2,10.3,-10.3,18.6,5858.0,79.0,-79.0,1.498,0.256,-0.313
6432,5080565,K05122.01,,FALSE POSITIVE,1,0,0,49.312677,0.004203,-0.004203,162.638,0.107,-0.107,2454995.638,0.107,-0.107,0.5998,0.0379,-0.4837,4.057,0.824,-0.824,,,,1713.0,333.0,-333.0,6.6,4541.0,137.0,-127.0,0.666,0.055,-0.063
6433,5091808,K05123.01,,FALSE POSITIVE,1,0,0,288.94276,0.01534,-0.01534,193.4457,0.0419,-0.0419,2455026.446,0.0419,-0.0419,0.2515,0.1851,-0.251,11.43,1.3,-1.3,,,,160.6,24.2,-24.2,6.7,5786.0,185.0,-143.0,0.827,0.434,-0.108
6434,6139220,K05241.01,,FALSE POSITIVE,0,1,0,273.6857427,0.0004591,-0.0004591,350.85157,0.0012,-0.0012,2455183.852,0.0012,-0.0012,1.006,0.531,-0.062,8.3881,0.0511,-0.0511,,,,15350.0,90.4,-90.4,202.3,6033.0,82.0,-82.0,1.65,0.289,-0.353
6435,6143819,K05242.01,,FALSE POSITIVE,1,0,0,28.1117095,0.000291,-0.000291,138.30651,0.00674,-0.00674,2454971.307,0.00674,-0.00674,0.1158,0.3426,-0.1157,1.689,0.26,-0.26,,,,119.4,19.7,-19.7,6.5,5780.0,,,1.0,,
6436,6145939,K05243.01,,FALSE POSITIVE,0,1,0,17.745456135,7.919e-06,-7.919e-06,137.697754,0.000358,-0.000358,2454970.698,0.000358,-0.000358,1.049,0.118,-0.097,4.0678,0.0194,-0.0194,,,,80258.0,342.0,-342.0,272.2,6337.0,204.0,-227.0,2.216,0.472,-1.101
6437,6149980,K05244.01,,FALSE POSITIVE,1,0,0,603.3102,0.01152,-0.01152,151.0618,0.0128,-0.0128,2454984.062,0.0128,-0.0128,0.3142,0.1387,-0.3141,8.025,0.558,-0.558,,,,517.9,51.4,-51.4,11.9,6446.0,160.0,-228.0,1.125,0.586,-0.124
6438,6184894,K05245.01,Kepler-1627 b,CONFIRMED,0,0,0,7.20281185,1.274e-05,-1.274e-05,135.19499,0.00147,-0.00147,2454968.195,0.00147,-0.00147,0.028,0.423,-0.028,2.8305,0.06,-0.06,,,,1832.6,42.4,-42.4,49.4,5388.0,161.0,-145.0,0.717,0.082,-0.074
6439,6195792,K05246.01,,FALSE POSITIVE,1,0,0,36.4772788,0.000978,-0.000978,137.1924,0.0256,-0.0256,2454970.192,0.0256,-0.0256,0.5298,0.0044,-0.5298,2.092,0.76,-0.76,,,,463.0,146.0,-146.0,5.8,4910.0,187.0,-151.0,0.755,0.127,-0.072
6443,3646515,K05000.01,,FALSE POSITIVE,1,0,0,249.61377295,,,201.4461838,,,2455034.446,,,,,,3.2,,,,,,,,,,,,,,,
6445,3730176,K05002.01,,FALSE POSITIVE,1,0,0,399.49671,0.02031,-0.02031,368.4202,0.0147,-0.0147,2455201.42,0.0147,-0.0147,0.0814,0.3941,-0.0813,5.351,0.987,-0.987,,,,139.3,39.3,-39.3,6.9,6224.0,149.0,-183.0,1.177,0.687,-0.165
6448,3755522,K05005.01,,FALSE POSITIVE,0,0,1,251.958533,0.004104,-0.004104,367.3803,0.0112,-0.0112,2455200.38,0.0112,-0.0112,0.005,0.431,-0.005,4.742,0.287,-0.287,,,,204.1,15.1,-15.1,15.3,5870.0,70.0,-79.0,0.985,0.143,-0.077
6450,5105886,K05125.01,,FALSE POSITIVE,1,0,0,389.169027,0.005426,-0.005426,388.2063,0.0115,-0.0115,2455221.206,0.0115,-0.0115,0.2117,0.2421,-0.2115,3.759,0.307,-0.307,,,,513.3,61.7,-61.7,7.7,5075.0,83.0,-165.0,6.918,0.58,-1.704
6452,5113146,K05127.01,,FALSE POSITIVE,0,1,0,18.78970984,2.581e-05,-2.581e-05,143.82465,0.00185,-0.00185,2454976.825,0.00185,-0.00185,1.172,0.135,-0.12,4.13997,0.00971,-0.00971,,,,40789.0,96.0,-96.0,488.7,6477.0,194.0,-214.0,0.884,0.177,-0.118
6453,5130563,K05128.01,,FALSE POSITIVE,0,0,1,0.915782856,8.886e-06,-8.886e-06,132.27591,0.00781,-0.00781,2454965.276,0.00781,-0.00781,1.209,6.658,-0.108,2.24,0.481,-0.481,,,,301.0,50.1,-50.1,7.7,6318.0,177.0,-243.0,1.333,0.409,-0.273
6454,5131276,K05129.01,,FALSE POSITIVE,0,1,0,0.66882716,2.386e-05,-2.386e-05,131.8692,0.0208,-0.0208,2454964.869,0.0208,-0.0208,0.514,0.115,-0.514,1.069,0.323,-0.323,,,,68.2,16.4,-16.4,6.2,3711.0,44.0,-95.0,150.091,13.447,-76.199
6456,5174677,K05131.01,,FALSE POSITIVE,0,1,0,43.5428781,0.0004621,-0.0004621,150.4229,0.0105,-0.0105,2454983.423,0.0105,-0.0105,0.984,6.972,-0.015,3.6768,0.0894,-0.0894,,,,5447.0,124.0,-124.0,52.1,6669.0,187.0,-257.0,1.427,0.435,-0.29
6458,6205384,K05250.01,,FALSE POSITIVE,1,0,1,3.72273683,6.979e-05,-6.979e-05,134.6473,0.0165,-0.0165,2454967.647,0.0165,-0.0165,0.52,0.451,-0.321,8.552,0.558,-0.558,,,,37.8,3.1,-3.1,14.7,5898.0,79.0,-79.0,0.819,0.091,-0.039
6459,6205405,K05251.01,,FALSE POSITIVE,1,0,1,3.7229369,0.0001429,-0.0001429,134.6174,0.0453,-0.0453,2454967.617,0.0453,-0.0453,0.896,0.059,-0.668,10.57,1.5,-1.5,,,,65.2,4.7,-4.7,18.6,3724.0,73.0,-73.0,0.48,0.029,-0.035
6460,6206470,K05252.01,,FALSE POSITIVE,0,0,0,1.80455062,1.68e-05,-1.68e-05,132.4262,0.01,-0.01,2454965.426,0.01,-0.01,0.348,0.101,-0.348,2.166,0.193,-0.193,,,,39.7,3.7,-3.7,12.5,6006.0,162.0,-180.0,1.019,0.311,-0.133
6461,6263468,K05253.01,,FALSE POSITIVE,1,0,0,10.1955065,0.0001044,-0.0001044,140.26643,0.00924,-0.00924,2454973.266,0.00924,-0.00924,0.5396,0.4392,-0.328,2.447,0.283,-0.283,,,,221.4,35.4,-35.4,7.0,5182.0,156.0,-137.0,0.666,1.298,-0.059
6463,6277594,K05255.01,,FALSE POSITIVE,0,1,0,3.66115536,9.441e-05,-9.441e-05,133.7708,0.0203,-0.0203,2454966.771,0.0203,-0.0203,0.676,0.243,-0.441,14.807,0.502,-0.502,,,,34.3,1.5,-1.5,27.8,6356.0,160.0,-176.0,1.308,0.285,-0.233
6464,9002278,K00701.04,Kepler-62 f,CONFIRMED,0,0,0,267.282521,0.00481,-0.00481,589.71975,0.00916,-0.00916,2455422.72,0.00916,-0.00916,0.378,0.092,-0.378,7.788,0.374,-0.374,,,,471.9,26.9,-26.9,19.3,4926.0,98.0,-98.0,0.662,0.041,-0.027
6465,6026438,K02045.03,Kepler-354 c,CONFIRMED,0,0,0,16.9348104,0.000199,-0.000199,137.2502,0.0103,-0.0103,2454970.25,0.0103,-0.0103,0.471,0.471,-0.275,3.408,0.278,-0.278,,,,346.3,34.5,-34.5,11.5,4650.0,125.0,-139.0,0.706,0.046,-0.061
6470,3763724,K05008.01,,FALSE POSITIVE,1,0,0,225.43420422,,,210.1832295,,,2455043.183,,,,,,13.02,,,,,,,,,,,,,,,
6472,3836450,K05010.01,,FALSE POSITIVE,0,0,1,1.540399732,7.306e-06,-7.306e-06,131.99296,0.00502,-0.00502,2454964.993,0.00502,-0.00502,0.106,0.364,-0.106,1.63,0.174,-0.174,,,,57.6,5.0,-5.0,14.8,5160.0,153.0,-138.0,0.784,0.088,-0.088
6473,3836509,K05011.01,,FALSE POSITIVE,0,0,1,1.540389045,2.59e-06,-2.59e-06,131.99987,0.00143,-0.00143,2454965.0,0.00143,-0.00143,0.136,0.323,-0.136,1.8325,0.0463,-0.0463,,,,485.7,11.9,-11.9,48.6,4964.0,72.0,-260.0,15.155,0.649,-5.838
6474,3836522,K05012.01,,FALSE POSITIVE,0,0,1,1.540393027,1.504e-06,-1.504e-06,131.998449,0.000878,-0.000878,2454964.998,0.000878,-0.000878,0.343,0.65,-0.343,1.75,0.298,-0.298,,,,526.2,24.1,-24.1,72.1,5466.0,164.0,-147.0,0.946,0.24,-0.16
6475,3846515,K05013.01,,FALSE POSITIVE,0,0,1,0.888045184,3.153e-06,-3.153e-06,131.84685,0.0027,-0.0027,2454964.847,0.0027,-0.0027,0.491,0.005,-0.491,2.1961,0.0884,-0.0884,,,,90.6,4.2,-4.2,26.6,6316.0,203.0,-226.0,2.087,0.45,-0.618
6476,5179609,K05132.01,,FALSE POSITIVE,0,1,0,43.9311596,1.532e-05,-1.532e-05,134.214029,0.000292,-0.000292,2454967.214,0.000292,-0.000292,0.855,0.001,-0.001,12.9395,0.0178,-0.0178,,,,9304.4,11.5,-11.5,1070.3,4888.0,49.0,-107.0,5.132,0.811,-1.507
6477,5181086,K05133.01,,FALSE POSITIVE,1,0,0,494.62409,0.02558,-0.02558,242.5567,0.021,-0.021,2455075.557,0.021,-0.021,0.4064,0.0998,-0.4063,8.36,2.9,-2.9,,,,307.0,118.0,-118.0,6.0,4302.0,121.0,-145.0,0.604,0.05,-0.069
6480,5192660,K05136.01,,FALSE POSITIVE,1,0,0,110.75214125,,,174.9520694,,,2455007.952,,,,,,2.09,,,,,,,,,,,,,,,
6481,5193813,K05137.01,,FALSE POSITIVE,1,0,0,121.1825045,,,213.3594926,,,2455046.359,,,,,,2.97,,,,,,,,,,,,,,,
6482,5199426,K05138.01,,FALSE POSITIVE,0,1,0,78.60436061,4.636e-06,-4.636e-06,143.9949276,4.15e-05,-4.15e-05,2454976.995,4.15e-05,-4.15e-05,0.828,0.014,-0.011,4.65559,0.0023,-0.0023,,,,78104.0,42.8,-42.8,2384.6,5938.0,160.0,-178.0,0.985,0.292,-0.125
6483,5211631,K05139.01,,FALSE POSITIVE,1,0,0,294.202469,0.009874,-0.009874,221.2782,0.0238,-0.0238,2455054.278,0.0238,-0.0238,0.0219,0.4643,-0.0218,2.36,1.4,-1.4,,,,248.2,58.6,-58.6,5.2,6897.0,167.0,-235.0,1.635,0.803,-0.411
6484,6281127,K05256.01,,FALSE POSITIVE,1,0,0,588.10504,0.02914,-0.02914,289.5538,0.0244,-0.0244,2455122.554,0.0244,-0.0244,0.3168,0.1449,-0.3167,15.474,0.933,-0.933,,,,326.6,36.7,-36.7,11.0,6214.0,166.0,-197.0,0.965,0.383,-0.1
6485,6285906,K05257.01,,FALSE POSITIVE,1,0,0,116.170346,0.001681,-0.001681,205.5026,0.0124,-0.0124,2455038.503,0.0124,-0.0124,0.6637,0.1223,-0.4479,2.656,0.506,-0.506,,,,435.2,88.6,-88.6,6.0,5510.0,175.0,-144.0,0.762,0.271,-0.055
6486,6287131,K05258.01,,FALSE POSITIVE,1,0,0,452.30053,0.01505,-0.01505,261.1684,0.0146,-0.0146,2455094.168,0.0146,-0.0146,0.6613,0.0239,-0.4899,5.918,0.619,-0.619,,,,809.0,135.0,-135.0,7.7,5396.0,160.0,-147.0,0.766,0.197,-0.054
6487,6289459,K05259.01,,FALSE POSITIVE,1,0,0,39.5931053,0.0006153,-0.0006153,141.0746,0.014,-0.014,2454974.075,0.014,-0.014,0.0044,0.4757,-0.0043,2.306,0.598,-0.598,,,,156.6,42.3,-42.3,5.7,6046.0,172.0,-218.0,0.972,0.411,-0.089
6488,6289897,K05260.01,,FALSE POSITIVE,0,0,1,1.55935718,1.018e-05,-1.018e-05,132.54264,0.00618,-0.00618,2454965.543,0.00618,-0.00618,0.568,0.003,-0.49,2.892,0.156,-0.156,,,,49.7,3.2,-3.2,17.9,6475.0,156.0,-176.0,1.9,0.406,-0.66
6489,6290467,K05261.01,,FALSE POSITIVE,1,0,0,100.629443,0.001865,-0.001865,189.6247,0.0116,-0.0116,2455022.625,0.0116,-0.0116,0.0726,0.421,-0.0726,1.708,0.392,-0.392,,,,355.7,89.9,-89.9,4.7,6351.0,162.0,-209.0,0.921,0.3,-0.077
6491,6342980,K05263.01,,FALSE POSITIVE,1,0,0,273.169948,0.004221,-0.004221,309.84052,0.00909,-0.00909,2455142.841,0.00909,-0.00909,0.3259,0.1391,-0.3258,2.701,0.444,-0.444,,,,283.3,47.0,-47.0,6.2,5880.0,189.0,-195.0,1.65,0.706,-0.546
6492,8753896,K02473.03,Kepler-389 c,CONFIRMED,0,0,0,14.5123622,0.000284,-0.000284,143.8154,0.0167,-0.0167,2454976.815,0.0167,-0.0167,0.927,0.027,-0.627,4.163,0.315,-0.315,,,,355.8,35.0,-35.0,11.8,5094.0,81.0,-81.0,0.87,0.037,-0.075
6493,4150611,K03156.02,,FALSE POSITIVE,1,0,0,1.434200327,6.33e-06,-6.33e-06,132.0647,0.00365,-0.00365,2454965.065,0.00365,-0.00365,1.208,1.458,-0.187,5.968,0.195,-0.195,,,,3097.3,94.3,-94.3,39.1,6911.0,194.0,-242.0,1.501,0.371,-0.603
6494,4150611,K03156.03,,FALSE POSITIVE,0,1,0,8.653098686,3.789e-06,-3.789e-06,136.657941,0.000362,-0.000362,2454969.658,0.000362,-0.000362,1.11,0.081,-0.063,3.9071,0.0191,-0.0191,,,,60715.0,269.0,-269.0,262.6,6911.0,194.0,-242.0,1.501,0.371,-0.603
6495,4909707,K03175.01,,FALSE POSITIVE,1,0,0,2.302365255,3.006e-06,-3.006e-06,132.4231,0.0011,-0.0011,2454965.423,0.0011,-0.0011,1.1,0.035,-0.034,23.88,2.5,-2.5,,,,62160.0,239.0,-239.0,468.4,5948.0,184.0,-226.0,1.229,0.349,-0.254
6496,7919516,K07857.01,,FALSE POSITIVE,0,0,1,0.575445783,,,132.0648853,,,2454965.065,,,0.144,,,0.8463,,,,,,29.3,,,3.2,6215.0,171.0,-191.0,2.396,0.443,-0.885
6497,6850665,K03244.01,,FALSE POSITIVE,1,0,0,214.715417,0.001426,-0.001426,275.49823,0.00553,-0.00553,2455108.498,0.00553,-0.00553,0.981,0.156,-0.054,34.146,0.536,-0.536,,,,5211.2,43.0,-43.0,161.3,5022.0,100.0,-110.0,5.826,1.221,-1.832
6498,4948730,K03272.01,,FALSE POSITIVE,0,1,1,23.0295222,0.0002012,-0.0002012,151.14686,0.00813,-0.00813,2454984.147,0.00813,-0.00813,1.173,59.68,-1.025,7.96,0.339,-0.339,,,,548.2,23.4,-23.4,27.7,5877.0,159.0,-195.0,0.959,0.281,-0.12
6499,3848665,K05014.01,,FALSE POSITIVE,1,0,0,359.04147,0.02106,-0.02106,274.206,0.0466,-0.0466,2455107.206,0.0466,-0.0466,1.28,6.913,-0.118,14.04,1.5,-1.5,,,,3658.0,394.0,-394.0,11.2,4596.0,161.0,-161.0,0.696,0.05,-0.064
6500,3848919,K05015.01,,FALSE POSITIVE,0,1,0,0.52363021,2.5e-08,-2.5e-08,131.7669254,3.96e-05,-3.96e-05,2454964.767,3.96e-05,-3.96e-05,0.549,0.011,-0.015,3.45121,0.00382,-0.00382,,,,367100.0,245.0,-245.0,1948.2,5407.0,160.0,-144.0,0.745,0.097,-0.088
6501,3848948,K05016.01,,FALSE POSITIVE,0,0,1,0.523632451,3.622e-06,-3.622e-06,131.76512,0.00609,-0.00609,2454964.765,0.00609,-0.00609,0.738,0.241,-0.502,1.99,0.255,-0.255,,,,8.1,0.8,-0.8,13.9,8277.0,228.0,-358.0,3.518,0.916,-1.701
6502,3852865,K05017.01,,FALSE POSITIVE,0,0,0,492.25299,0.01105,-0.01105,520.86,0.018,-0.018,2455353.86,0.018,-0.018,0.226,0.2033,-0.2257,5.077,0.604,-0.604,,,,372.7,42.4,-42.4,11.6,5755.0,153.0,-152.0,0.936,0.383,-0.089
6503,3854101,K05018.01,,FALSE POSITIVE,0,1,0,293.5056071,0.0007301,-0.0007301,328.7269,0.00218,-0.00218,2455161.727,0.00218,-0.00218,1.341,6.63,-0.285,3.4075,0.0789,-0.0789,,,,6824.0,158.0,-158.0,51.0,5455.0,81.0,-73.0,1.006,0.126,-0.126
6504,3858926,K05019.01,,FALSE POSITIVE,1,0,0,25.95247,0.001077,-0.001077,149.0004,0.0326,-0.0326,2454982.0,0.0326,-0.0326,0.4398,0.0189,-0.4398,12.945,0.744,-0.744,,,,80.8,9.4,-9.4,16.4,7351.0,232.0,-330.0,1.679,1.155,-0.27
6505,3859890,K05020.01,,FALSE POSITIVE,0,0,1,4.34573349,3.576e-05,-3.576e-05,134.40693,0.00902,-0.00902,2454967.407,0.00902,-0.00902,0.512,0.455,-0.301,2.246,0.375,-0.375,,,,73.5,11.1,-11.1,9.7,5967.0,161.0,-179.0,0.976,0.291,-0.125
6507,5213005,K05140.01,,FALSE POSITIVE,1,0,0,484.58335927,,,569.5386194,,,2455402.539,,,,,,3.2,,,,,,,,,,,,,,,
6508,5213811,K05141.01,,FALSE POSITIVE,1,0,0,288.285213,0.006879,-0.006879,325.0419,0.013,-0.013,2455158.042,0.013,-0.013,0.0503,0.4015,-0.05,5.343,0.473,-0.473,,,,378.1,35.9,-35.9,11.5,6171.0,148.0,-180.0,1.127,0.515,-0.154
6510,5260419,K05143.01,,FALSE POSITIVE,1,0,0,19.93826636,,,145.9495067,,,2454978.95,,,,,,1.77,,,,,,,,,,,,,,,
6511,5262539,K05144.01,,FALSE POSITIVE,1,0,0,491.08027,0.02564,-0.02564,202.7762,0.0419,-0.0419,2455035.776,0.0419,-0.0419,0.4169,0.0148,-0.4168,7.42,1.6,-1.6,,,,335.6,72.1,-72.1,7.9,5931.0,164.0,-162.0,0.997,0.358,-0.138
6512,5263802,K05145.01,,FALSE POSITIVE,0,1,0,3.350209754,7.62e-07,-7.62e-07,131.838052,0.000186,-0.000186,2454964.838,0.000186,-0.000186,9.666,11.15,-0.848,4.43333,0.00837,-0.00837,,,,28325.0,46.9,-46.9,671.1,6657.0,79.0,-79.0,1.501,0.238,-0.238
6513,5265982,K05146.01,,FALSE POSITIVE,1,0,0,628.592314,0.009239,-0.009239,270.9081,0.0121,-0.0121,2455103.908,0.0121,-0.0121,0.8176,0.1074,-0.561,3.603,0.384,-0.384,,,,393.7,53.5,-53.5,7.6,5058.0,111.0,-125.0,3.117,1.708,-0.713
6514,5271637,K05147.01,,FALSE POSITIVE,1,0,0,471.37787,0.05813,-0.05813,365.397,0.102,-0.102,2455198.397,0.102,-0.102,0.0666,0.4157,-0.0663,16.91,4.8,-4.8,,,,102.9,22.0,-22.0,12.2,5831.0,156.0,-178.0,1.305,0.64,-0.274
6516,6347434,K05265.01,,FALSE POSITIVE,1,0,0,425.22927,0.01294,-0.01294,268.3096,0.0238,-0.0238,2455101.31,0.0238,-0.0238,0.1812,0.2837,-0.1811,6.76,1.4,-1.4,,,,829.0,166.0,-166.0,6.4,3803.0,55.0,-82.0,0.492,0.05,-0.05
6521,6363560,K05270.01,,FALSE POSITIVE,1,0,0,606.91488768,,,132.3897061,,,2454965.39,,,,,,5.96,,,,,,,,,,,,,,,
6522,6364064,K05271.01,,FALSE POSITIVE,0,0,1,5.24331899,9.245e-05,-9.245e-05,132.7859,0.0152,-0.0152,2454965.786,0.0152,-0.0152,0.778,0.19,-0.552,11.137,0.468,-0.468,,,,106.8,5.7,-5.7,20.1,5430.0,160.0,-144.0,0.735,0.123,-0.057
6523,11177676,K03281.01,Kepler-1454 b,CONFIRMED,0,0,0,47.0320478,0.0007193,-0.0007193,175.473,0.0106,-0.0106,2455008.473,0.0106,-0.0106,0.161,0.311,-0.161,5.892,0.302,-0.302,,,,367.8,31.2,-31.2,13.7,5370.0,80.0,-80.0,1.055,0.22,-0.165
